EnsemblID,GeneSym,baseMean,log2FoldChange,lfcSE,WaldStat,pvalue,padj
ENSG00000175567.4,UCP2,1162.859889,0.019806871,0.259065716,0.076455005,0.93905711,0.974970529
ENSG00000175573.6,C11orf68,309.1431905,0.509316282,0.312089374,1.631956497,0.102688651,0.305287075
ENSG00000175575.8,PAAF1,550.6456311,0.18266177,0.329501815,0.554357403,0.579334272,0.787659049
ENSG00000175581.9,MRPL48,331.4651795,-0.363734179,0.306240676,-1.187739601,0.234936017,0.493949719
ENSG00000175582.15,RAB6A,2763.412795,0.1516761,0.137909924,1.099820052,0.271410534,0.532863661
ENSG00000175591.7,P2RY2,36.98629374,0.340493872,0.402332201,0.846300325,0.397385227,NA
ENSG00000175592.4,FOSL1,387.1865256,-0.768581535,0.401818011,-1.91276029,0.055778747,0.213159678
ENSG00000175595.10,ERCC4,492.885186,0.352243009,0.259785053,1.355901756,0.175130429,0.41893736
ENSG00000175600.11,C7orf10,26.09633331,0.076850119,0.355607847,0.216109177,0.828902647,NA
ENSG00000175602.2,CCDC85B,724.3366892,0.210296595,0.217587841,0.966490561,0.333798768,0.592898839
ENSG00000175604.2,RP11-276H1.3,8.920964546,0.280918296,0.253461084,1.108329105,NA,NA
ENSG00000175606.6,TMEM70,199.3021382,-0.149795483,0.329826335,-0.454164713,0.649710279,0.827716953
ENSG00000175611.7,LINC00476,239.406591,-0.004421728,0.330518974,-0.013378135,0.989326111,0.995404279
ENSG00000175619.2,OR4B1,0,NA,NA,NA,NA,NA
ENSG00000175634.10,RPS6KB2,872.8436477,-0.262577434,0.241741905,-1.086189147,0.277395318,0.538883153
ENSG00000175643.7,RMI2,200.1680969,-0.098558913,0.394369229,-0.249915322,0.802652834,0.912935081
ENSG00000175646.3,PRM1,0,NA,NA,NA,NA,NA
ENSG00000175658.3,DRD5P2,0,NA,NA,NA,NA,NA
ENSG00000175662.13,TOM1L2,1699.405424,0.644763035,0.233196123,2.764896026,0.005694094,0.049839224
ENSG00000175664.5,TEX26,0,NA,NA,NA,NA,NA
ENSG00000175676.11,GOLGA8EP,0.304880281,0.234787572,0.237096657,0.990260996,NA,NA
ENSG00000175691.8,ZNF77,241.0610096,0.425915382,0.398485997,1.068833999,0.285144476,0.54705813
ENSG00000175697.6,GPR156,15.89260342,-0.229316951,0.273472343,-0.838537999,0.401728616,NA
ENSG00000175699.8,LINC00521,0,NA,NA,NA,NA,NA
ENSG00000175701.6,LINC00116,54.12277478,0.050514556,0.430219943,0.117415654,0.90653068,NA
ENSG00000175707.7,C1orf172,12.45057058,0.244168049,0.253721309,0.962347427,NA,NA
ENSG00000175711.4,B3GNTL1,1257.891652,-0.021914649,0.225376844,-0.097235583,0.922539311,0.968254428
ENSG00000175718.8,RBMXL3,0,NA,NA,NA,NA,NA
ENSG00000175727.9,MLXIP,8547.81168,-0.104323722,0.105420413,-0.989596977,0.322371148,0.583534469
ENSG00000175728.2,C11orf44,0,NA,NA,NA,NA,NA
ENSG00000175730.7,BAK1P1,88.9575719,0.044269581,0.429587749,0.103051312,0.917922247,NA
ENSG00000175741.4,RWDD4P2,9.17310409,-0.751628599,0.357407596,-2.103001185,NA,NA
ENSG00000175745.7,NR2F1,11.74689378,0.453893748,0.305523882,1.485624447,0.137378485,NA
ENSG00000175746.4,C15orf54,0,NA,NA,NA,NA,NA
ENSG00000175749.11,EIF3KP1,6.573278367,-0.280335572,0.253209752,-1.107127863,0.268238651,NA
ENSG00000175756.9,AURKAIP1,350.5285258,-0.169358815,0.390700659,-0.433474609,0.664670009,0.837526932
ENSG00000175764.10,TTLL11,170.6337218,0.149857054,0.361728599,0.41428036,0.678668796,0.846266224
ENSG00000175766.7,EIF4E1B,0,NA,NA,NA,NA,NA
ENSG00000175768.8,TOMM5,231.4859048,-0.179226674,0.338556373,-0.529385023,0.596538386,0.797215635
ENSG00000175772.10,AC112229.7,20.28540201,-0.306982872,0.326933388,-0.938976817,NA,NA
ENSG00000175773.8,RP11-121M22.1,6.315298097,-0.105233181,0.25332333,-0.415410539,NA,NA
ENSG00000175779.1,C15orf53,0.637101979,0.257811474,0.245614353,1.049659646,NA,NA
ENSG00000175782.8,SLC35E3,436.6657356,0.290858299,0.250224761,1.16238816,0.24507783,0.504887819
ENSG00000175785.8,PRIMA1,0,NA,NA,NA,NA,NA
ENSG00000175787.12,ZNF169,411.76396,0.183362307,0.356551486,0.514266002,0.607066028,0.802920475
ENSG00000175792.7,RUVBL1,1192.160162,0.377027176,0.284039339,1.327376611,0.184384133,0.431588109
ENSG00000175793.10,SFN,13.76274261,-0.188690421,0.306573944,-0.615480945,0.53823715,NA
ENSG00000175800.4,OR52B3P,1.601957677,-0.271516701,0.250341982,-1.084583172,NA,NA
ENSG00000175806.10,MSRA,436.4392002,-0.183480517,0.287138619,-0.638996308,0.522825334,0.747238244
ENSG00000175809.3,ZNF645,0,NA,NA,NA,NA,NA
ENSG00000175820.2,CCDC168,3.705537388,-0.011822048,0.252731298,-0.046777144,0.962690845,NA
ENSG00000175826.7,CTDNEP1,939.7485445,-0.164266938,0.204369169,-0.803775534,0.421526622,0.668407106
ENSG00000175827.2,AP001266.1,0,NA,NA,NA,NA,NA
ENSG00000175832.8,ETV4,4.996349263,0.093979643,0.264794293,0.354915668,0.72265277,NA
ENSG00000175841.7,FAM172BP,0,NA,NA,NA,NA,NA
ENSG00000175854.7,SWI5,95.48631065,-0.271202911,0.430085895,-0.630578484,0.528316171,NA
ENSG00000175857.4,GAPT,1673.626459,0.966159919,0.272564775,3.544698389,0.000393063,0.008568321
ENSG00000175866.11,BAIAP2,260.3424118,0.302197281,0.340150185,0.888423096,0.374313207,0.628130156
ENSG00000175868.9,CALCB,0,NA,NA,NA,NA,NA
ENSG00000175873.3,AC004840.9,726.3489852,0.075188459,0.311022877,0.241745752,0.808977176,0.916580887
ENSG00000175874.5,CREG2,19.96754604,-0.147833491,0.265511049,-0.556788471,0.577671962,NA
ENSG00000175877.3,WBSCR28,0,NA,NA,NA,NA,NA
ENSG00000175879.7,HOXD8,0,NA,NA,NA,NA,NA
ENSG00000175886.9,RPL7AP66,91.08942088,-0.374470768,0.385618946,-0.971090169,0.331503379,NA
ENSG00000175893.7,ZDHHC21,1061.817352,-0.05642381,0.222953685,-0.25307413,0.80021093,0.911345068
ENSG00000175894.10,TSPEAR,0.576245716,0.254676737,0.24449039,1.041663587,NA,NA
ENSG00000175895.3,PLEKHF2,704.1224648,-0.513703656,0.272388389,-1.885923473,0.059305268,0.220611843
ENSG00000175898.4,CTD-2369P2.2,54.16692331,0.115094832,0.428846488,0.268382359,0.788405017,NA
ENSG00000175899.10,A2M,43.68817552,-0.101423371,0.382992001,-0.26481851,0.791149277,NA
ENSG00000175906.4,ARL4D,25.65620285,0.380304074,0.349769936,1.087297778,0.27690523,NA
ENSG00000175911.4,AC127496.1,80.03893773,0.13080596,0.428859433,0.305008938,0.760359345,NA
ENSG00000175920.11,DOK7,3.82327052,0.277898778,0.252486738,1.100647028,NA,NA
ENSG00000175928.5,LRRN1,636.0922306,0.841032092,0.335748611,2.504945856,0.012247014,0.082935917
ENSG00000175931.8,UBE2O,2748.446172,0.338646933,0.189066571,1.791151822,0.073268935,0.249284032
ENSG00000175938.6,ORAI3,354.8338877,0.019197976,0.257328137,0.074605038,0.940528965,0.975293891
ENSG00000175946.8,KLHL38,0,NA,NA,NA,NA,NA
ENSG00000175967.3,RP11-544L8__B.4,1.940265118,0.273934197,0.251165432,1.090652464,NA,NA
ENSG00000175970.7,UNC119B,2323.931154,-0.096328468,0.176912654,-0.544497332,0.586099284,0.791271056
ENSG00000175984.10,DENND2C,64.79270517,-0.24761656,0.4174859,-0.593113588,0.553105137,NA
ENSG00000175985.8,PLEKHD1,7.502018598,-0.280951519,0.253437938,-1.108561412,NA,NA
ENSG00000176007.10,FAM220BP,0,NA,NA,NA,NA,NA
ENSG00000176009.2,ASCL3,0,NA,NA,NA,NA,NA
ENSG00000176014.8,TUBB6,194.3250394,0.265576005,0.41745254,0.63618251,0.524657471,0.748643306
ENSG00000176018.8,LYSMD3,697.4849511,-0.12768926,0.288201065,-0.443056168,0.657725108,0.833591229
ENSG00000176020.7,AMIGO3,0,NA,NA,NA,NA,NA
ENSG00000176022.3,B3GALT6,581.065721,0.146926957,0.28352913,0.518207625,0.604313415,0.801591537
ENSG00000176024.12,ZNF613,212.9154798,0.863356288,0.389322257,2.2175878,0.02658295,0.13504001
ENSG00000176029.9,C11orf16,3.077203787,-0.27700502,0.252171472,-1.098478816,NA,NA
ENSG00000176034.8,CHDC2,3.580476247,0.278040988,0.25252813,1.101029766,NA,NA
ENSG00000176040.9,TMPRSS7,0,NA,NA,NA,NA,NA
ENSG00000176043.4,RP1-146I3.1,1.471535189,-0.233260914,0.250237128,-0.932159493,NA,NA
ENSG00000176046.7,NUPR1,0,NA,NA,NA,NA,NA
ENSG00000176049.11,JAKMIP2,430.1272922,-0.019674234,0.318074871,-0.061854099,0.950679021,0.980197517
ENSG00000176054.6,RPL23P2,21.13838681,0.470178415,0.371590936,1.265311851,0.20575956,NA
ENSG00000176055.9,MBLAC2,594.0639178,0.985921334,0.332785446,2.962633575,0.003050194,0.033064432
ENSG00000176058.7,TPRN,231.7167905,-0.23775835,0.397643142,-0.597918899,0.549894049,0.766851218
ENSG00000176075.6,LINC00302,0,NA,NA,NA,NA,NA
ENSG00000176076.6,KCNE1L,5.6511243,-0.233748633,0.253161971,-0.923316533,NA,NA
ENSG00000176082.5,AL357153.1,0,NA,NA,NA,NA,NA
ENSG00000176083.13,ZNF683,16.04993042,0.180399736,0.2619873,0.688581988,0.491086359,NA
ENSG00000176087.10,SLC35A4,1155.499518,0.161420389,0.281671728,0.573079839,0.566590638,0.777269497
ENSG00000176092.9,AIM1L,12.43741562,-0.151977885,0.26761274,-0.567902278,0.570101325,NA
ENSG00000176095.7,IP6K1,1731.053748,-0.138038995,0.251465005,-0.548939188,0.583047184,0.789541121
ENSG00000176101.7,SSNA1,403.3555701,0.086045254,0.266351176,0.323051902,0.746655936,0.885537553
ENSG00000176102.7,CSTF3,740.8668102,0.35874946,0.329540249,1.088636246,0.276314326,0.538011935
ENSG00000176105.9,YES1,1441.676037,-0.517147598,0.255613464,-2.023162589,0.043056387,0.182272684
ENSG00000176108.5,CHMP6,606.5189866,0.736134298,0.245636095,2.996849048,0.002727858,0.030685134
ENSG00000176115.8,AQP7P4,0,NA,NA,NA,NA,NA
ENSG00000176124.7,DLEU1,418.1073711,0.210721541,0.299062424,0.704607213,0.481054708,0.715434982
ENSG00000176125.3,UFSP1,31.15817084,0.602826099,0.373041116,1.615977629,0.10609915,NA
ENSG00000176134.4,AL445665.1,0,NA,NA,NA,NA,NA
ENSG00000176136.4,MC5R,0,NA,NA,NA,NA,NA
ENSG00000176142.8,TMEM39A,700.1712899,-0.387047428,0.270651927,-1.430056058,0.152700931,0.388359896
ENSG00000176148.11,TCP11L1,860.8119926,0.193627842,0.224202877,0.86362782,0.387792376,0.639879195
ENSG00000176153.10,GPX2,2.765968441,0.040373274,0.252330112,0.160001809,NA,NA
ENSG00000176155.14,CCDC57,1682.131715,-0.198067794,0.22809507,-0.868356312,0.385199303,0.637659176
ENSG00000176160.5,HSF5,400.2483818,0.056483995,0.320223658,0.176389201,0.859988188,0.942328512
ENSG00000176165.7,FOXG1,0,NA,NA,NA,NA,NA
ENSG00000176170.9,SPHK1,56.97172789,-0.185231599,0.394975768,-0.468969528,0.639091417,NA
ENSG00000176171.7,BNIP3,521.773333,-0.288459679,0.273089255,-1.056283517,0.290838704,0.552222415
ENSG00000176177.9,ENTHD1,0,NA,NA,NA,NA,NA
ENSG00000176182.5,MYPOP,215.5749664,0.388897487,0.355381767,1.094309061,0.273819452,0.535476237
ENSG00000176183.8,CH17-12M21.1,0,NA,NA,NA,NA,NA
ENSG00000176194.13,CIDEA,0,NA,NA,NA,NA,NA
ENSG00000176198.2,OR11H4,0,NA,NA,NA,NA,NA
ENSG00000176200.1,OR4D11,0,NA,NA,NA,NA,NA
ENSG00000176204.9,LRRTM4,0,NA,NA,NA,NA,NA
ENSG00000176208.4,ATAD5,942.1849716,-0.099130008,0.269457206,-0.367887761,0.712956926,0.866233454
ENSG00000176209.7,SMIM19,369.3730699,-0.344135151,0.281475456,-1.222611577,0.221476438,0.479457934
ENSG00000176219.2,OR11H6,0,NA,NA,NA,NA,NA
ENSG00000176222.7,ZNF404,111.4177649,0.398483198,0.422467024,0.943229117,0.345563723,NA
ENSG00000176225.8,RTTN,1198.210828,-0.146963989,0.20573536,-0.714335099,0.475019993,0.7123179
ENSG00000176227.9,CTAGE15,0,NA,NA,NA,NA,NA
ENSG00000176230.4,OR4K17,0,NA,NA,NA,NA,NA
ENSG00000176231.1,OR10H4,0,NA,NA,NA,NA,NA
ENSG00000176232.10,RP5-1193P9.4,0,NA,NA,NA,NA,NA
ENSG00000176236.4,C10orf111,102.3538293,-0.457924562,0.425731598,-1.075617982,0.282098142,NA
ENSG00000176239.7,OR51B6,0,NA,NA,NA,NA,NA
ENSG00000176243.9,CDV3P1,0,NA,NA,NA,NA,NA
ENSG00000176244.6,ACBD7,21.78202082,-0.629865358,0.34684292,-1.815996007,0.069370985,NA
ENSG00000176246.1,OR4L1,0,NA,NA,NA,NA,NA
ENSG00000176248.7,ANAPC2,1232.828904,-0.283120895,0.214774451,-1.318224272,0.187428583,0.435027087
ENSG00000176253.2,OR4K13,0,NA,NA,NA,NA,NA
ENSG00000176256.6,HMGB4,0,NA,NA,NA,NA,NA
ENSG00000176261.11,ZBTB8OS,250.4016227,0.258868628,0.388370421,0.666550833,0.505059083,0.733946631
ENSG00000176268.5,CYCSP34,20.47913311,0.165544637,0.332189553,0.498343901,0.61824167,NA
ENSG00000176269.3,OR4F21,0,NA,NA,NA,NA,NA
ENSG00000176273.10,SLC35G1,87.8321691,-0.32963153,0.424709691,-0.776133763,0.43767001,NA
ENSG00000176274.6,SLC25A53,267.2232475,0.33738238,0.302279312,1.116127919,0.264367383,0.525944463
ENSG00000176281.4,OR4K5,0,NA,NA,NA,NA,NA
ENSG00000176289.4,IDSP1,11.58155395,0.303106316,0.342872857,0.884019569,0.376685649,NA
ENSG00000176290.6,OR4K3,0,NA,NA,NA,NA,NA
ENSG00000176293.15,ZNF135,1007.769988,0.413964993,0.293679038,1.409583043,0.158662837,0.397163894
ENSG00000176294.3,OR4N2,0,NA,NA,NA,NA,NA
ENSG00000176299.4,OR4M1,0,NA,NA,NA,NA,NA
ENSG00000176302.8,FOXR1,0.400532698,0.243236619,0.24035325,1.01199638,NA,NA
ENSG00000176305.5,AC087269.1,0,NA,NA,NA,NA,NA
ENSG00000176312.3,OR4H12P,0,NA,NA,NA,NA,NA
ENSG00000176318.8,FOXN3P1,1.636606369,-0.252309673,0.250751772,-1.006212923,0.314313157,NA
ENSG00000176320.2,RP11-404O13.5,0,NA,NA,NA,NA,NA
ENSG00000176340.3,COX8A,122.6659268,-0.311544923,0.418591529,-0.744269536,0.456713427,0.696484579
ENSG00000176343.5,RPL37AP8,0.437252395,0.180340884,0.241564092,0.746555014,0.455332212,NA
ENSG00000176349.7,AC110781.3,8.790415666,0.179551543,0.253580665,0.7080648,0.478905018,NA
ENSG00000176354.2,AC097359.1,0,NA,NA,NA,NA,NA
ENSG00000176358.11,TAC4,3.100494823,-0.277137955,0.252212719,-1.098826246,NA,NA
ENSG00000176371.9,ZSCAN2,755.6055065,0.687236286,0.260922144,2.633874898,0.008441658,0.065067632
ENSG00000176378.8,PFN1P10,0,NA,NA,NA,NA,NA
ENSG00000176381.4,PRR18,0,NA,NA,NA,NA,NA
ENSG00000176383.8,B3GNT4,38.15772413,-0.231435027,0.40002172,-0.578556152,0.562888698,NA
ENSG00000176386.4,CDC26,227.7438167,-0.266072427,0.422666146,-0.629509671,0.529015439,0.751829858
ENSG00000176387.6,HSD11B2,3.188959365,-0.277326643,0.252170467,-1.099758614,0.271437309,NA
ENSG00000176390.10,CRLF3,1187.024003,0.382214969,0.215518646,1.773465897,0.076151538,0.254668942
ENSG00000176393.6,RNPEP,1500.913015,-0.375527418,0.177075797,-2.12071568,0.033945736,0.157533411
ENSG00000176395.8,CEACAM20,0,NA,NA,NA,NA,NA
ENSG00000176396.9,EID2,250.8192159,0.102191135,0.316678811,0.322696472,0.746925124,0.885537553
ENSG00000176399.3,DMRTA1,36.49879846,0.078524893,0.388273197,0.202241343,0.839728054,NA
ENSG00000176401.5,EID2B,215.8841358,-0.169736259,0.371634432,-0.456729099,0.647865773,0.826621313
ENSG00000176402.5,GJC3,31.05021465,0.068429027,0.34988542,0.195575532,0.844942413,NA
ENSG00000176406.16,RIMS2,0,NA,NA,NA,NA,NA
ENSG00000176407.13,KCMF1,1305.806155,-0.664631903,0.26206708,-2.536113667,0.011209034,0.078523361
ENSG00000176410.7,DNAJC30,244.5679404,0.463345384,0.337565742,1.37260784,0.169874293,0.411302228
ENSG00000176422.10,SPRYD4,220.7880577,0.080691117,0.356364028,0.226428906,0.820867848,0.922495368
ENSG00000176428.5,VPS37D,0,NA,NA,NA,NA,NA
ENSG00000176435.6,CLEC14A,44.08122336,-0.096900976,0.387482274,-0.250078475,0.802526662,NA
ENSG00000176438.8,SYNE3,1333.541943,-0.000309609,0.209086276,-0.001480773,0.998818515,0.999525519
ENSG00000176444.14,CLK2,1417.288058,0.14124172,0.18052276,0.782403947,0.433977215,0.678377947
ENSG00000176454.9,LPCAT4,607.9968414,0.132934536,0.285987685,0.464826085,0.642056006,0.822873395
ENSG00000176463.9,SLCO3A1,976.6233689,-0.104682291,0.23527655,-0.444932957,0.656368205,0.832988912
ENSG00000176472.6,ZNF575,50.08038167,-0.141304719,0.422632365,-0.334344292,0.738119772,NA
ENSG00000176473.9,WDR25,98.37839815,0.239135627,0.428441022,0.558152967,0.576739934,NA
ENSG00000176476.4,CCDC101,1137.574709,0.033261746,0.188246008,0.176692967,0.859749565,0.942328512
ENSG00000176485.6,PLA2G16,19.87557926,-0.1861981,0.297102405,-0.626713539,0.530847027,NA
ENSG00000176490.4,DIRAS1,513.2742875,0.292986011,0.318737419,0.919208079,0.357986746,0.614057249
ENSG00000176495.2,OR5AN1,0,NA,NA,NA,NA,NA
ENSG00000176510.4,OR10AC1P,0.039213049,-0.087336151,0.215016271,-0.406183914,0.684607472,NA
ENSG00000176515.1,AL033381.1,0,NA,NA,NA,NA,NA
ENSG00000176531.6,PHLDB3,632.53183,0.43019009,0.219132486,1.963150685,0.049628668,0.197824682
ENSG00000176532.3,PRR15,540.7925885,0.68012246,0.295553042,2.301185787,0.021381132,0.117611233
ENSG00000176533.8,GNG7,912.4011749,-0.24468193,0.202821161,-1.206392512,0.227666182,0.486919277
ENSG00000176540.3,OR4C5,0,NA,NA,NA,NA,NA
ENSG00000176542.5,KIAA2018,4968.916925,-0.868049675,0.257766958,-3.367575427,0.000758323,0.01271624
ENSG00000176547.7,OR4C3,0,NA,NA,NA,NA,NA
ENSG00000176555.1,OR4S1,0,NA,NA,NA,NA,NA
ENSG00000176563.5,CNTD1,16.11048711,0.02362501,0.362729166,0.065131266,0.948069486,NA
ENSG00000176566.3,DCAF4L2,0,NA,NA,NA,NA,NA
ENSG00000176567.1,OR4X1,0,NA,NA,NA,NA,NA
ENSG00000176571.7,CNBD1,1.361081501,0.270287155,0.249942589,1.081396958,NA,NA
ENSG00000176584.11,RP11-318C4.2,0,NA,NA,NA,NA,NA
ENSG00000176593.3,CTD-2368P22.1,476.941152,-0.013141668,0.272078404,-0.048301034,0.96147633,0.98356577
ENSG00000176595.3,KBTBD11,735.5171755,0.217388166,0.291919543,0.744685209,0.456462043,0.69641382
ENSG00000176597.7,B3GNT5,1325.090816,-1.231292531,0.27813806,-4.426911336,9.56E-06,0.000626752
ENSG00000176601.7,MAP3K19,0.049995836,0.088059835,0.214948852,0.409678089,0.682042105,NA
ENSG00000176605.3,C14orf177,0,NA,NA,NA,NA,NA
ENSG00000176619.6,LMNB2,2796.189467,-0.046832939,0.199215012,-0.2350874,0.814140898,0.919868654
ENSG00000176623.7,RMDN1,485.3693176,-0.176884121,0.325275004,-0.54379869,0.58658001,0.791530665
ENSG00000176624.9,MEX3C,3294.014731,-0.728399782,0.218351043,-3.33591162,0.000850202,0.013861474
ENSG00000176635.13,HORMAD2,0,NA,NA,NA,NA,NA
ENSG00000176641.6,RNF152,10.13420007,-0.19825062,0.265837329,-0.745759151,NA,NA
ENSG00000176654.8,NANOGP1,0.031243165,-0.086451274,0.215062093,-0.401982856,0.687696643,NA
ENSG00000176658.12,MYO1D,832.0470236,0.037525666,0.327586932,0.114551781,0.908800401,0.963362919
ENSG00000176659.5,C20orf197,43.07641798,0.111891198,0.321582464,0.347939364,0.727885722,NA
ENSG00000176678.4,FOXL1,0,NA,NA,NA,NA,NA
ENSG00000176679.8,TGIF2LY,0,NA,NA,NA,NA,NA
ENSG00000176681.10,LRRC37A,30.69747482,0.368829697,0.384066786,0.960326982,0.336890674,NA
ENSG00000176692.4,FOXC2,0.498274901,-0.251505834,0.242793039,-1.035885688,0.300255475,NA
ENSG00000176695.5,OR4F17,0,NA,NA,NA,NA,NA
ENSG00000176697.14,BDNF,10.23631379,0.557131242,0.324988775,1.714309185,0.086471957,NA
ENSG00000176700.15,SCAND2P,569.5646802,0.145524214,0.225207831,0.646177414,0.518164465,0.743533116
ENSG00000176714.9,CCDC121,252.2740822,0.867054504,0.351290984,2.468194583,0.013579648,0.088633405
ENSG00000176715.11,ACSF3,1825.949536,0.274281892,0.17564149,1.561600805,0.11838206,0.332675379
ENSG00000176716.3,OR10AB1P,0,NA,NA,NA,NA,NA
ENSG00000176720.3,BOK,0,NA,NA,NA,NA,NA
ENSG00000176723.5,ZNF843,82.75564299,0.628235853,0.430244377,1.46018376,0.144239577,NA
ENSG00000176728.3,TTTY14,86.58787641,-1.631448738,0.41204984,-3.959348066,7.52E-05,NA
ENSG00000176731.7,C8orf59,380.6382916,-0.363657944,0.400916146,-0.907067345,0.364371185,0.619337051
ENSG00000176732.6,PFN4,19.36737703,0.167387348,0.350875378,0.477056411,0.633321953,NA
ENSG00000176734.3,TRIL,0,NA,NA,NA,NA,NA
ENSG00000176742.1,OR51V1,0,NA,NA,NA,NA,NA
ENSG00000176746.6,MAGEB6,0,NA,NA,NA,NA,NA
ENSG00000176748.4,OR52Z1,0,NA,NA,NA,NA,NA
ENSG00000176749.4,CDK5R1,59.12912266,0.428413464,0.430194915,0.995858967,0.319318675,NA
ENSG00000176752.6,OR51A1P,0,NA,NA,NA,NA,NA
ENSG00000176753.3,C15orf56,7.552139298,0.280501138,0.253327221,1.107268049,NA,NA
ENSG00000176754.8,LINC00303,0,NA,NA,NA,NA,NA
ENSG00000176761.6,ZNF285B,1.291463816,0.269625307,0.249723881,1.079693726,NA,NA
ENSG00000176769.9,TCERG1L,0,NA,NA,NA,NA,NA
ENSG00000176771.11,NCKAP5,0,NA,NA,NA,NA,NA
ENSG00000176774.5,MAGEB18,0,NA,NA,NA,NA,NA
ENSG00000176782.2,DEFB104A,0,NA,NA,NA,NA,NA
ENSG00000176783.10,RUFY1,1830.621555,0.422869899,0.141045492,2.998109997,0.002716596,0.030632118
ENSG00000176787.2,OR52E2,0,NA,NA,NA,NA,NA
ENSG00000176788.7,BASP1,336.9435798,-0.738637345,0.355646152,-2.076888335,0.037811867,0.168235614
ENSG00000176797.3,DEFB103A,0,NA,NA,NA,NA,NA
ENSG00000176798.1,OR51L1,0,NA,NA,NA,NA,NA
ENSG00000176809.6,LRRC37A3,184.8999993,0.370142735,0.36540106,1.012976632,0.311071323,0.571797247
ENSG00000176812.7,RP11-629O4.1,0.048484269,-0.089658237,0.215023464,-0.416969551,0.67670068,NA
ENSG00000176824.2,AC009951.1,127.7940426,-0.044034209,0.424867227,-0.103642283,0.917453231,0.965865148
ENSG00000176826.11,FKBP9L,19.83265293,0.159701754,0.369890485,0.431754155,0.665920103,NA
ENSG00000176834.9,VSIG10,501.5122789,0.15706926,0.299783846,0.523941707,0.600319085,0.79922192
ENSG00000176840.7,MIR7-3HG,0,NA,NA,NA,NA,NA
ENSG00000176842.10,IRX5,3.5860994,-0.278274397,0.252570481,-1.101769283,0.270561988,NA
ENSG00000176845.8,METRNL,247.3461699,-1.064155148,0.4052123,-2.626166947,0.008635245,0.065949732
ENSG00000176853.11,FAM91A1,2144.089548,-1.25681759,0.251509551,-4.997096877,5.82E-07,8.05E-05
ENSG00000176855.11,KRT18P28,0.039213049,-0.087336151,0.215016271,-0.406183914,0.684607472,NA
ENSG00000176857.4,GJA1P1,0,NA,NA,NA,NA,NA
ENSG00000176868.1,AL358781.1,15.33297469,-0.09320061,0.319079651,-0.29209199,NA,NA
ENSG00000176871.4,WSB2,344.2117122,0.256105263,0.274782014,0.932030664,0.351320678,0.608841895
ENSG00000176879.2,OR51G1,0,NA,NA,NA,NA,NA
ENSG00000176882.4,RP11-432M24.4,0,NA,NA,NA,NA,NA
ENSG00000176884.10,GRIN1,3.64130263,-0.164831583,0.252593967,-0.652555499,0.514042882,NA
ENSG00000176887.5,SOX11,0,NA,NA,NA,NA,NA
ENSG00000176890.11,TYMS,1786.659173,0.065748834,0.284527689,0.231080616,0.817252174,0.921100057
ENSG00000176893.3,OR51G2,0,NA,NA,NA,NA,NA
ENSG00000176894.5,PXMP2,18.01209805,-0.181273191,0.381007988,-0.475772678,0.634236336,NA
ENSG00000176895.8,OR51A7,0,NA,NA,NA,NA,NA
ENSG00000176896.7,TCEANC,242.6770233,0.508559608,0.372415119,1.365571865,0.172073382,0.414747306
ENSG00000176900.2,OR51T1,0,NA,NA,NA,NA,NA
ENSG00000176903.3,PNMA1,1795.410412,0.225838676,0.194155736,1.163183125,0.244755212,0.504345474
ENSG00000176904.1,OR51H1P,0,NA,NA,NA,NA,NA
ENSG00000176907.3,C8orf4,2.955274079,0.276602525,0.252044267,1.09743629,0.272450717,NA
ENSG00000176909.7,MAMSTR,80.07199266,0.245675985,0.428303411,0.57360268,0.566236698,NA
ENSG00000176912.3,C18orf56,9.047951349,-0.215641273,0.292394399,-0.737501381,0.460817504,NA
ENSG00000176915.10,ANKLE2,4883.253716,-0.455767972,0.141382541,-3.223651013,0.001265675,0.018482006
ENSG00000176919.7,C8G,18.04722536,0.027632584,0.324660443,0.08511226,0.932172143,NA
ENSG00000176920.10,FUT2,5.484812315,-0.04052881,0.253233519,-0.160045201,0.872845468,NA
ENSG00000176922.2,OR51S1,0,NA,NA,NA,NA,NA
ENSG00000176923.4,OR7A15P,0,NA,NA,NA,NA,NA
ENSG00000176925.5,OR51F2,0,NA,NA,NA,NA,NA
ENSG00000176927.10,EFCAB5,11.7102533,0.375485583,0.402721778,0.932369699,0.351145498,NA
ENSG00000176928.4,GCNT4,126.9142056,-0.067280917,0.415652696,-0.161868111,0.871409716,0.947046696
ENSG00000176933.4,TOB2P1,19.48846579,0.282886137,0.381317261,0.741865543,0.458168804,NA
ENSG00000176937.8,OR52R1,0,NA,NA,NA,NA,NA
ENSG00000176945.12,MUC20,210.3524202,-0.363364795,0.4215849,-0.861901826,0.388741544,0.640636037
ENSG00000176946.7,THAP4,862.4677411,-0.54161424,0.31298722,-1.73046759,0.083546767,0.269065698
ENSG00000176951.5,OR51N1P,0,NA,NA,NA,NA,NA
ENSG00000176953.6,NFATC2IP,1499.431277,0.02308029,0.174860664,0.131992465,0.894990252,0.957725117
ENSG00000176956.8,LY6H,0,NA,NA,NA,NA,NA
ENSG00000176970.8,RPL7L1P11,0.079727435,-0.156808835,0.217880296,-0.719701771,0.471708636,NA
ENSG00000176971.2,FIBIN,0,NA,NA,NA,NA,NA
ENSG00000176973.7,FAM89B,7.078616262,0.007737329,0.277567439,0.027875492,0.977761456,NA
