EnsemblID,GeneSym,baseMean,log2FoldChange,lfcSE,WaldStat,pvalue,padj
ENSG00000261121.1,RP11-496D24.2,0,NA,NA,NA,NA,NA
ENSG00000261123.1,RP11-304L19.3,17.19928931,0.294942797,0.332747325,0.88638668,0.375409195,NA
ENSG00000261124.1,AC135050.5,0,NA,NA,NA,NA,NA
ENSG00000261126.3,RBFADN,50.05235918,0.165259226,0.398989848,0.414194063,0.678731989,NA
ENSG00000261127.2,RP11-17M15.2,0,NA,NA,NA,NA,NA
ENSG00000261129.1,RP11-361D14.2,0,NA,NA,NA,NA,NA
ENSG00000261130.1,RP11-1021N1.1,0,NA,NA,NA,NA,NA
ENSG00000261131.1,RP11-93O14.2,3.014403709,-0.276878673,0.252129804,-1.098159234,NA,NA
ENSG00000261135.1,RP4-798A10.7,0.049995836,0.088059835,0.214948852,0.409678089,0.682042105,NA
ENSG00000261136.1,RP11-37C7.3,26.68135322,-0.076854044,0.315722336,-0.243422891,0.807677813,NA
ENSG00000261139.1,CTD-2517M14.5,23.07595516,0.132041108,0.357638123,0.369203111,0.711976337,NA
ENSG00000261140.1,RP11-20I23.6,0,NA,NA,NA,NA,NA
ENSG00000261141.1,RP11-303E16.5,4.622966477,-0.006403339,0.252972754,-0.025312366,NA,NA
ENSG00000261143.1,RP11-114H24.5,2.85925756,0.121344325,0.252336302,0.480883346,NA,NA
ENSG00000261144.1,RP11-102D18.1,0,NA,NA,NA,NA,NA
ENSG00000261145.1,RP11-296I10.5,0.499231574,0.250797093,0.243078502,1.031753488,NA,NA
ENSG00000261146.1,RP11-2A4.4,0,NA,NA,NA,NA,NA
ENSG00000261147.1,RP11-697E2.6,16.24211275,0.029560469,0.273844912,0.107946022,0.91403851,NA
ENSG00000261151.1,RP11-332G1.1,0,NA,NA,NA,NA,NA
ENSG00000261153.2,RP11-104C4.2,0,NA,NA,NA,NA,NA
ENSG00000261154.1,RP11-571O6.1,0,NA,NA,NA,NA,NA
ENSG00000261156.2,RP11-215E13.1,0,NA,NA,NA,NA,NA
ENSG00000261158.1,CTD-2583P5.3,6.338653623,0.074716717,0.253376563,0.294884088,NA,NA
ENSG00000261159.1,RP11-723O4.9,6.069900773,0.280075197,0.253188417,1.106192771,NA,NA
ENSG00000261161.1,RP11-58A18.1,0,NA,NA,NA,NA,NA
ENSG00000261166.1,RP11-775H9.3,0,NA,NA,NA,NA,NA
ENSG00000261167.1,RP11-517B11.7,127.4986599,0.006377096,0.427718226,0.014909573,0.988104323,0.995045516
ENSG00000261168.1,RP11-68I18.10,36.69516875,0.456360264,0.39952777,1.142249171,0.253350462,NA
ENSG00000261170.1,RP11-252A24.5,0,NA,NA,NA,NA,NA
ENSG00000261171.1,RP11-1136G4.1,0,NA,NA,NA,NA,NA
ENSG00000261172.1,RP11-356C4.5,6.323597631,0.017600841,0.253324159,0.069479522,0.944607932,NA
ENSG00000261173.1,RP11-169E6.1,2.915868115,0.085650071,0.252408408,0.33933129,NA,NA
ENSG00000261174.2,RP11-844G16.1,14.11332414,0.303671251,0.261353177,1.161919109,0.245268324,NA
ENSG00000261175.1,CTD-2015G9.2,0,NA,NA,NA,NA,NA
ENSG00000261176.1,RP11-2L4.1,0,NA,NA,NA,NA,NA
ENSG00000261177.1,RP11-805I24.1,0,NA,NA,NA,NA,NA
ENSG00000261178.2,RP11-90K18.1,0,NA,NA,NA,NA,NA
ENSG00000261181.1,RP11-467M13.2,0.093729496,-0.172310535,0.219157913,-0.786239165,0.431727385,NA
ENSG00000261182.1,RP11-201A3.1,0,NA,NA,NA,NA,NA
ENSG00000261183.1,RP11-532F12.5,50.49708937,-0.071466539,0.429384596,-0.166439457,0.867811125,NA
ENSG00000261184.1,RP11-196O2.1,0,NA,NA,NA,NA,NA
ENSG00000261185.1,RP11-317P15.5,0,NA,NA,NA,NA,NA
ENSG00000261186.1,RP11-341N2.1,5.34502137,0.230906411,0.259276311,0.890580441,NA,NA
ENSG00000261187.1,RP11-1007O24.2,6.154474494,0.366422744,0.296969231,1.233874441,NA,NA
ENSG00000261188.1,CTA-445C9.14,48.03569742,0.260356159,0.406483075,0.640509224,0.521841594,NA
ENSG00000261189.1,RP3-512B11.3,0,NA,NA,NA,NA,NA
ENSG00000261190.1,C16orf97,0,NA,NA,NA,NA,NA
ENSG00000261191.1,RP11-16L14.2,0,NA,NA,NA,NA,NA
ENSG00000261192.1,RNF126P1,0,NA,NA,NA,NA,NA
ENSG00000261193.1,RP11-863P13.5,0.699782626,0.258755045,0.24560379,1.05354663,0.292090535,NA
ENSG00000261194.1,RP11-704C2.1,0,NA,NA,NA,NA,NA
ENSG00000261195.1,CTD-2380F24.1,0,NA,NA,NA,NA,NA
ENSG00000261196.1,RP11-346M5.5,0,NA,NA,NA,NA,NA
ENSG00000261197.1,RP11-598D12.2,0,NA,NA,NA,NA,NA
ENSG00000261198.1,RP11-26O3.1,0,NA,NA,NA,NA,NA
ENSG00000261199.1,UBE2FP2,0,NA,NA,NA,NA,NA
ENSG00000261200.1,RP11-989E6.10,0,NA,NA,NA,NA,NA
ENSG00000261202.1,RP3-496C20.1,12.67180086,0.160494799,0.280967308,0.571222326,NA,NA
ENSG00000261203.1,RP11-347C12.8,0,NA,NA,NA,NA,NA
ENSG00000261204.1,AC004449.6,0,NA,NA,NA,NA,NA
ENSG00000261205.2,MKI67IPP4,0,NA,NA,NA,NA,NA
ENSG00000261206.1,LINC00561,0,NA,NA,NA,NA,NA
ENSG00000261207.1,LA16c-361A3.3,22.68957477,-0.198998821,0.316968998,-0.627817932,0.530123218,NA
ENSG00000261208.1,RP11-452D12.1,15.77424275,0.200654004,0.254056876,0.789799537,NA,NA
ENSG00000261209.1,RP11-443K8.1,0,NA,NA,NA,NA,NA
ENSG00000261210.1,CLEC19A,0,NA,NA,NA,NA,NA
ENSG00000261211.1,RP1-80N2.3,13.29375475,0.141424756,0.253804607,0.557219027,NA,NA
ENSG00000261212.1,RP3-507I15.2,9.48092615,0.28129867,0.253579903,1.109309794,0.267296561,NA
ENSG00000261213.1,RP11-510C10.4,0,NA,NA,NA,NA,NA
ENSG00000261215.1,RP11-195F19.30,3.032391381,0.277159551,0.252140733,1.09922561,0.271669671,NA
ENSG00000261216.1,RP11-166B2.5,0.055458826,-0.130956962,0.216525855,-0.604809814,0.545305372,NA
ENSG00000261217.2,RP11-598D12.3,0.802582156,-0.263068635,0.24727733,-1.063860708,0.287391805,NA
ENSG00000261218.1,RP11-960L18.1,18.84377182,0.003012212,0.346173308,0.008701457,0.993057329,NA
ENSG00000261219.1,RP11-344A16.2,13.6713271,-0.450693415,0.302648233,-1.489165855,0.1364437,NA
ENSG00000261220.2,RP11-629O1.2,53.43161908,0.256225735,0.427422625,0.599466944,0.548861547,NA
ENSG00000261221.1,ZNF865,947.0495414,-0.068309798,0.246170678,-0.277489581,0.781404205,0.902596195
ENSG00000261222.2,CTD-2006K23.1,0,NA,NA,NA,NA,NA
ENSG00000261226.1,RP11-830F9.7,165.1911897,-0.013986163,0.407688483,-0.034306004,0.972633137,0.987852741
ENSG00000261227.2,AC140912.1,0,NA,NA,NA,NA,NA
ENSG00000261229.1,RP11-38G5.4,3.31749966,0.277630244,0.252385691,1.100023708,0.271321792,NA
ENSG00000261231.2,RP11-523L20.2,0,NA,NA,NA,NA,NA
ENSG00000261232.2,RP11-331H13.1,0,NA,NA,NA,NA,NA
ENSG00000261233.2,ABCD1P3,0,NA,NA,NA,NA,NA
ENSG00000261234.1,RP11-356O24.1,0,NA,NA,NA,NA,NA
ENSG00000261235.1,RP11-510J16.5,0,NA,NA,NA,NA,NA
ENSG00000261238.1,AC009166.5,0,NA,NA,NA,NA,NA
ENSG00000261239.2,ANKRD26P1,0,NA,NA,NA,NA,NA
ENSG00000261240.1,RP11-304L19.4,10.74891711,-0.303584773,0.316580615,-0.958949344,NA,NA
ENSG00000261241.1,RP11-883G14.1,0,NA,NA,NA,NA,NA
ENSG00000261242.1,CTD-2302E22.4,13.8492151,-0.079261818,0.341713543,-0.231953983,0.816573755,NA
ENSG00000261243.1,RP11-517C16.4,1.969224299,0.274063403,0.251208411,1.090980203,NA,NA
ENSG00000261244.1,RP11-114H24.7,0,NA,NA,NA,NA,NA
ENSG00000261245.2,RP11-120K18.3,0,NA,NA,NA,NA,NA
ENSG00000261247.1,GOLGA8T,1.001879878,0.226821737,0.248613682,0.912346156,NA,NA
ENSG00000261248.1,AC009120.10,0.352917444,-0.238677241,0.238350921,-1.001369073,0.31664841,NA
ENSG00000261249.1,RP11-19D2.2,0,NA,NA,NA,NA,NA
ENSG00000261250.1,RP11-545A16.1,0,NA,NA,NA,NA,NA
ENSG00000261251.1,RP3-388M5.9,18.56768666,0.19817542,0.347506246,0.570278727,0.568488667,NA
ENSG00000261252.1,RP11-318L16.6,0,NA,NA,NA,NA,NA
ENSG00000261253.1,AC137932.6,2.540543195,0.075871727,0.2521105,0.300946319,NA,NA
ENSG00000261254.1,RP4-714D9.5,17.18893176,0.053921184,0.341544552,0.157874525,0.874555672,NA
ENSG00000261257.1,RP11-673E11.2,0,NA,NA,NA,NA,NA
ENSG00000261259.1,RP11-19N8.2,0,NA,NA,NA,NA,NA
ENSG00000261260.1,CTD-2520I13.1,0,NA,NA,NA,NA,NA
ENSG00000261261.2,RP11-297L17.4,0,NA,NA,NA,NA,NA
ENSG00000261263.2,RP11-586K12.13,0,NA,NA,NA,NA,NA
ENSG00000261265.1,CTD-2515H24.4,0,NA,NA,NA,NA,NA
ENSG00000261266.1,CTD-2196E14.5,0,NA,NA,NA,NA,NA
ENSG00000261267.1,RP11-44I10.3,3.39389885,-0.278021075,0.252433433,-1.10136392,0.270738302,NA
ENSG00000261268.1,RP11-308D13.3,0,NA,NA,NA,NA,NA
ENSG00000261269.1,RP11-389C8.2,0,NA,NA,NA,NA,NA
ENSG00000261270.1,RP11-325K4.3,0,NA,NA,NA,NA,NA
ENSG00000261272.1,MUC22,0,NA,NA,NA,NA,NA
ENSG00000261273.1,LA16c-444G7.1,0,NA,NA,NA,NA,NA
ENSG00000261274.1,RP11-244B22.5,0,NA,NA,NA,NA,NA
ENSG00000261275.1,RP11-760D2.11,0,NA,NA,NA,NA,NA
ENSG00000261276.1,RP11-554A11.5,0,NA,NA,NA,NA,NA
ENSG00000261277.2,OR4H6P,0,NA,NA,NA,NA,NA
ENSG00000261278.1,RP11-430C1.2,2.30421875,0.234595324,0.251544155,0.932620849,NA,NA
ENSG00000261279.1,ULK4P1,0,NA,NA,NA,NA,NA
ENSG00000261280.2,CTD-3105H18.13,13.69127968,0.041631726,0.32777632,0.127012611,0.898930417,NA
ENSG00000261281.1,RP11-361M10.4,0,NA,NA,NA,NA,NA
ENSG00000261282.1,SOD1P2,0,NA,NA,NA,NA,NA
ENSG00000261284.2,RP11-170L3.1,0,NA,NA,NA,NA,NA
ENSG00000261285.1,RP11-481E4.2,0,NA,NA,NA,NA,NA
ENSG00000261286.1,RP11-517C16.2,41.50467434,0.595403557,0.394048055,1.510992247,0.130790426,NA
ENSG00000261288.1,RP11-20I23.11,0,NA,NA,NA,NA,NA
ENSG00000261289.2,RP11-170L3.5,0,NA,NA,NA,NA,NA
ENSG00000261290.1,RP11-346M5.3,0,NA,NA,NA,NA,NA
ENSG00000261291.1,RP11-295M3.2,1.254817579,-0.267914065,0.249055566,-1.075720045,0.28205248,NA
ENSG00000261292.1,RP11-389G6.3,0,NA,NA,NA,NA,NA
ENSG00000261293.1,RP11-276H1.2,0,NA,NA,NA,NA,NA
ENSG00000261294.1,RP11-616M22.3,0,NA,NA,NA,NA,NA
ENSG00000261295.1,RP11-524D16__A.3,3.280227727,-0.11465059,0.252539081,-0.453991473,0.649834964,NA
ENSG00000261296.1,RP11-299H22.6,0,NA,NA,NA,NA,NA
ENSG00000261298.1,RP11-309M7.1,0,NA,NA,NA,NA,NA
ENSG00000261299.1,RP11-80F22.11,0,NA,NA,NA,NA,NA
ENSG00000261302.1,RP11-343H19.1,6.582248948,0.113075971,0.253449529,0.446147883,0.655490427,NA
ENSG00000261303.1,RP11-160C18.2,0,NA,NA,NA,NA,NA
ENSG00000261304.1,CTD-2125J1.1,0,NA,NA,NA,NA,NA
ENSG00000261305.1,RP4-584D14.7,11.67895757,0.316265367,0.27072947,1.168197047,NA,NA
ENSG00000261307.1,RP11-157P23.2,0,NA,NA,NA,NA,NA
ENSG00000261308.1,RP11-923I11.7,9.545072229,0.050223152,0.253652922,0.197999502,0.843045454,NA
ENSG00000261310.1,RP11-354I13.1,0,NA,NA,NA,NA,NA
ENSG00000261312.1,AC002550.5,9.260004995,-0.04733319,0.337306543,-0.140326926,0.888401691,NA
ENSG00000261313.1,RP11-2C15.1,0,NA,NA,NA,NA,NA
ENSG00000261314.1,RP11-359E8.5,0,NA,NA,NA,NA,NA
ENSG00000261315.2,LARP4P,10.07864412,0.237449752,0.290819121,0.816486037,0.414222206,NA
ENSG00000261316.1,CTC-400I9.1,0,NA,NA,NA,NA,NA
ENSG00000261317.1,RP11-566K11.5,11.7693119,0.198016989,0.259980882,0.761659807,0.44626307,NA
ENSG00000261318.1,RP11-653J6.1,11.28690726,0.373508478,0.357202644,1.045648691,0.29572326,NA
ENSG00000261319.1,RP11-279O17.1,0,NA,NA,NA,NA,NA
ENSG00000261320.1,RP11-297D21.2,0.066436653,-0.145489582,0.217353037,-0.669369907,0.503259543,NA
ENSG00000261324.2,RP11-174G6.5,126.9696592,0.668821631,0.430213966,1.554625565,0.120035271,0.335141037
ENSG00000261325.1,AC140542.2,0,NA,NA,NA,NA,NA
ENSG00000261326.2,RP5-1057J7.6,102.1863135,0.606744097,0.429056106,1.414136961,0.157321693,NA
ENSG00000261327.3,RP11-863P13.3,0,NA,NA,NA,NA,NA
ENSG00000261329.1,CTD-2049O4.1,4.344012898,0.279067484,0.25284318,1.103717661,NA,NA
ENSG00000261330.1,RP11-281J9.1,0.101060019,-0.017077787,0.218827236,-0.078042326,0.937794384,NA
ENSG00000261331.1,CTD-2144E22.7,0,NA,NA,NA,NA,NA
ENSG00000261332.1,RP11-297C4.1,15.08153841,-0.330017525,0.340292427,-0.969805669,0.332143366,NA
ENSG00000261333.2,CD24P2,0,NA,NA,NA,NA,NA
ENSG00000261334.1,RP11-65J3.14,4.270681436,-0.046577359,0.252951913,-0.184135229,NA,NA
ENSG00000261335.1,RP11-318A15.2,24.4789092,0.245293794,0.294571573,0.832713733,0.405006198,NA
ENSG00000261336.1,EIF4BP5,2.988941958,0.036362001,0.376191164,0.096658306,NA,NA
ENSG00000261337.1,RP11-498D10.5,12.69494911,-0.315901378,0.280850695,-1.124801839,0.260673015,NA
ENSG00000261338.1,RP11-378A13.1,60.88632576,-0.415023366,0.424391347,-0.977926079,0.328110886,NA
ENSG00000261340.1,RP11-215H22.1,0,NA,NA,NA,NA,NA
ENSG00000261341.1,CTD-2568A17.1,8.791890986,-0.206776665,0.269310529,-0.767800152,0.442605924,NA
ENSG00000261342.1,AC006538.1,166.970436,0.578482397,0.429976419,1.345381682,0.178502008,0.42372599
ENSG00000261346.1,RP11-297C4.2,8.111175432,-0.378521016,0.320298219,-1.181776838,0.237294261,NA
ENSG00000261347.1,AP000439.5,0,NA,NA,NA,NA,NA
ENSG00000261348.1,RP11-510M2.1,0,NA,NA,NA,NA,NA
ENSG00000261349.1,RP3-465N24.5,46.04294989,-0.029493232,0.38216704,-0.077173668,0.938485389,NA
ENSG00000261350.1,RP11-80F22.14,0,NA,NA,NA,NA,NA
ENSG00000261351.1,CTD-3185P2.1,23.5644422,-0.110385706,0.35725458,-0.30898332,0.757334215,NA
ENSG00000261353.1,CTA-14H9.5,15.45410202,0.000602922,0.276265477,0.002182402,0.998258697,NA
ENSG00000261355.1,RP11-698N11.4,178.0803663,-0.36833436,0.404181003,-0.91131042,0.362131838,0.61702562
ENSG00000261356.2,RP11-46D6.5,0,NA,NA,NA,NA,NA
ENSG00000261357.1,RP11-626G11.1,0,NA,NA,NA,NA,NA
ENSG00000261359.2,C16orf98,86.54424736,0.473851217,0.423550562,1.118759505,0.263242752,NA
ENSG00000261360.1,CTD-2165H16.4,6.813256795,0.201034846,0.316574361,0.635031989,0.525407552,NA
ENSG00000261362.1,RP11-467M13.3,0,NA,NA,NA,NA,NA
ENSG00000261363.1,RP11-134D3.2,0,NA,NA,NA,NA,NA
ENSG00000261364.1,RP11-59E19.4,0,NA,NA,NA,NA,NA
ENSG00000261365.1,RP11-483E23.5,0,NA,NA,NA,NA,NA
ENSG00000261366.1,MANEA-AS1,54.72812485,0.016461146,0.408680363,0.04027878,0.967870871,NA
ENSG00000261367.1,RP11-455F5.4,0,NA,NA,NA,NA,NA
ENSG00000261368.1,RP11-96B5.4,0,NA,NA,NA,NA,NA
ENSG00000261369.1,RP11-474B12.1,0,NA,NA,NA,NA,NA
ENSG00000261372.1,RP11-529H20.6,41.35522386,-0.182981055,0.382928265,-0.477846822,0.632759233,NA
ENSG00000261373.1,VPS9D1-AS1,263.8415578,0.168852021,0.299027882,0.564669823,0.572298364,0.781706631
ENSG00000261374.1,RP11-64K12.10,1.254817579,-0.267914065,0.249055566,-1.075720045,0.28205248,NA
ENSG00000261375.1,RP11-632K20.6,0,NA,NA,NA,NA,NA
ENSG00000261376.1,RP11-525K10.2,0,NA,NA,NA,NA,NA
ENSG00000261377.1,RP11-578F21.12,151.3550431,0.566373621,0.392963532,1.441287995,0.149503337,0.382794975
ENSG00000261379.1,RP11-395N3.1,0,NA,NA,NA,NA,NA
ENSG00000261382.1,RP11-461L18.1,0,NA,NA,NA,NA,NA
ENSG00000261384.1,RP11-60L3.2,0,NA,NA,NA,NA,NA
ENSG00000261385.1,RP11-388M20.2,15.76877747,0.364220241,0.386924645,0.941320863,0.346540455,NA
ENSG00000261386.2,CTD-2012K14.6,48.68863289,0.29997694,0.423635755,0.708101089,0.478882484,NA
ENSG00000261390.1,RP11-345M22.2,55.25589906,0.44225415,0.429501989,1.029690575,0.303155281,NA
ENSG00000261391.1,RP11-586K12.7,0,NA,NA,NA,NA,NA
ENSG00000261392.1,RP11-473I1.6,0,NA,NA,NA,NA,NA
ENSG00000261393.1,RP11-21B23.1,0.062800077,-0.086876863,0.215069878,-0.403947142,0.686251589,NA
ENSG00000261394.1,RP11-165M1.3,8.733730328,-0.069159465,0.253588942,-0.272722715,NA,NA
ENSG00000261395.3,RP11-354M1.3,0.039213049,-0.087336151,0.215016271,-0.406183914,0.684607472,NA
ENSG00000261396.1,CTD-2012K14.2,60.44523811,0.13628513,0.430126246,0.316849137,0.751358077,NA
ENSG00000261397.1,RP11-243A14.2,0,NA,NA,NA,NA,NA
ENSG00000261398.1,RP11-244B22.6,0,NA,NA,NA,NA,NA
ENSG00000261399.1,LA16c-329F2.1,7.682185769,-0.243743754,0.270288689,-0.901790435,NA,NA
ENSG00000261400.1,AC011525.2,0,NA,NA,NA,NA,NA
ENSG00000261401.1,RP11-578F21.3,0,NA,NA,NA,NA,NA
ENSG00000261402.1,RP11-378I6.1,0,NA,NA,NA,NA,NA
ENSG00000261403.1,RP11-114H24.3,0.499231574,0.250797093,0.243078502,1.031753488,NA,NA
ENSG00000261404.1,AC009120.4,9.215229785,0.014201699,0.253638243,0.055991946,0.955348223,NA
ENSG00000261405.2,RP11-23E10.4,0,NA,NA,NA,NA,NA
ENSG00000261406.1,OR11J1P,0,NA,NA,NA,NA,NA
ENSG00000261407.1,RP11-326A19.3,0,NA,NA,NA,NA,NA
ENSG00000261408.1,TEN1-CDK3,7.863558365,-0.026801242,0.319407849,-0.083909152,0.933128663,NA
ENSG00000261409.1,RP6-24A23.7,0,NA,NA,NA,NA,NA
ENSG00000261410.1,RP11-543N12.1,0,NA,NA,NA,NA,NA
ENSG00000261411.1,RP11-268G13.1,0,NA,NA,NA,NA,NA
ENSG00000261416.1,RP11-455F5.5,118.0683085,0.168442441,0.430103955,0.391631927,0.695330194,0.856423402
ENSG00000261418.1,RP11-529J17.3,3.481061735,0.001073706,0.252703595,0.004248874,NA,NA
ENSG00000261419.1,RP11-57A19.4,0.910301587,0.262994111,0.247489133,1.062649127,NA,NA
ENSG00000261420.1,RP1-168L15.5,8.655011747,0.280945345,0.253464563,1.108420604,0.26768021,NA
ENSG00000261421.1,RP11-22D3.1,0,NA,NA,NA,NA,NA
ENSG00000261423.1,RP11-1007O24.3,263.4861532,0.519555653,0.414330412,1.25396456,0.209854887,0.465530138
ENSG00000261424.1,ATP5F1P7,0.036412063,0.087719492,0.214942756,0.408106298,0.683195636,NA
ENSG00000261425.1,RP11-709B3.2,3.127591534,0.277341659,0.2522911,1.099292283,NA,NA
ENSG00000261426.1,AC144833.1,0,NA,NA,NA,NA,NA
ENSG00000261427.2,CTD-2349B8.1,0,NA,NA,NA,NA,NA
ENSG00000261428.1,RP11-16P6.1,117.5628706,-0.514834917,0.430151754,-1.196868111,0.231357965,0.49012665
ENSG00000261429.2,DPPA2P4,0,NA,NA,NA,NA,NA
ENSG00000261430.1,LA16c-390E6.3,2.633787808,-0.276398792,0.25195056,-1.097035831,NA,NA
ENSG00000261431.1,RP4-616B8.4,0.984612149,0.265856932,0.248431642,1.070141187,NA,NA
ENSG00000261432.1,RP11-360A18.2,0,NA,NA,NA,NA,NA
ENSG00000261433.1,CTC-297N7.1,5.146782619,-0.279476954,0.25298247,-1.104728535,NA,NA
ENSG00000261434.1,CTD-2083E4.7,4.694552634,0.092506286,0.253064385,0.365544468,0.71470502,NA
ENSG00000261435.1,MIR1587,0,NA,NA,NA,NA,NA
ENSG00000261436.1,RP11-354I13.2,0,NA,NA,NA,NA,NA
ENSG00000261437.1,RP11-22C11.2,0,NA,NA,NA,NA,NA
ENSG00000261438.1,RP11-399O19.9,0,NA,NA,NA,NA,NA
ENSG00000261439.1,CTD-2050B12.2,0,NA,NA,NA,NA,NA
ENSG00000261440.1,CTD-2522B17.5,0,NA,NA,NA,NA,NA
ENSG00000261441.1,RP11-217B1.2,22.56439632,0.055531883,0.377551076,0.147084425,0.883065383,NA
ENSG00000261442.1,RP11-709D24.6,2.507075803,-0.260756974,0.251723278,-1.035887407,0.300254673,NA
ENSG00000261444.1,RP11-347C12.9,0,NA,NA,NA,NA,NA
ENSG00000261445.1,RP11-80F22.4,0,NA,NA,NA,NA,NA
ENSG00000261446.1,LINC00559,0,NA,NA,NA,NA,NA
ENSG00000261447.1,RP11-109D9.4,0,NA,NA,NA,NA,NA
ENSG00000261448.1,CTD-2576D5.4,51.49828695,-0.618691823,0.428885466,-1.442557214,0.149145243,NA
ENSG00000261449.1,RP11-589C21.5,35.67939351,-0.536112229,0.414584563,-1.293131188,0.19596569,NA
ENSG00000261451.1,RP11-981G7.1,84.9676505,-0.11833258,0.411283411,-0.287715421,0.773564585,NA
ENSG00000261452.1,RP11-509E16.1,9.960354279,-0.356115161,0.277865174,-1.281611352,0.199979016,NA
ENSG00000261453.1,RP11-565N2.1,0,NA,NA,NA,NA,NA
ENSG00000261455.1,LINC01003,109.4917083,0.616000849,0.428882984,1.436291182,0.150919502,NA
ENSG00000261457.2,AC002519.6,0.170638811,-0.076083013,0.228531476,-0.332921374,0.739193635,NA
ENSG00000261458.1,RP11-787D11.1,0,NA,NA,NA,NA,NA
ENSG00000261459.1,ZNF747,0,NA,NA,NA,NA,NA
ENSG00000261460.1,RP11-106M3.3,68.26713644,-0.141912284,0.42869483,-0.331033346,0.740619298,NA
ENSG00000261461.1,UBE2MP1,0.839936973,0.120333419,0.273590131,0.439830994,0.660059518,NA
ENSG00000261462.1,CTA-254O6.1,1.414421302,0.270552114,0.250032056,1.08206971,NA,NA
ENSG00000261465.2,RP11-626G11.5,1.385278754,0.130248449,0.250282295,0.520406162,NA,NA
ENSG00000261466.2,RP11-23E10.2,0,NA,NA,NA,NA,NA
ENSG00000261467.2,RP11-731K22.1,0,NA,NA,NA,NA,NA
ENSG00000261468.1,RP11-1024P17.1,22.41059375,-0.217861701,0.318096769,-0.684891273,NA,NA
ENSG00000261469.1,RP11-96D1.6,2.924543807,0.276925863,0.252155542,1.098234291,0.272102196,NA
ENSG00000261470.1,RP11-152O14.4,0,NA,NA,NA,NA,NA
ENSG00000261471.1,RP11-61F12.1,2.549787647,0.27537383,0.251645276,1.094293663,0.273826204,NA
ENSG00000261472.1,RP11-467I17.1,0,NA,NA,NA,NA,NA
ENSG00000261474.1,RP11-452L6.1,181.4203483,0.744931816,0.326324172,2.282796922,0.022442333,0.121571258
ENSG00000261475.2,CTD-2014E2.6,0,NA,NA,NA,NA,NA
ENSG00000261476.1,RP11-77K12.3,31.11776125,-0.359588487,0.38588287,-0.931859161,0.351409316,NA
ENSG00000261478.1,RP11-429B14.4,0,NA,NA,NA,NA,NA
ENSG00000261480.1,RP11-578F21.6,0,NA,NA,NA,NA,NA
ENSG00000261481.1,RP11-77H9.6,22.16019916,-0.710532281,0.37274066,-1.906237651,0.056619379,NA
ENSG00000261482.1,RP11-673P17.2,0,NA,NA,NA,NA,NA
ENSG00000261485.1,PAN3-AS1,293.1614853,0.225905901,0.246729389,0.915601918,0.359875725,0.615748597
ENSG00000261486.1,RARRES2P9,0,NA,NA,NA,NA,NA
ENSG00000261487.1,AC135048.13,0,NA,NA,NA,NA,NA
ENSG00000261488.1,RP11-757F18.5,0,NA,NA,NA,NA,NA
ENSG00000261489.1,CTD-2515H24.3,0,NA,NA,NA,NA,NA
ENSG00000261490.1,RP11-448G15.3,247.2643672,-0.314141539,0.42600986,-0.737404385,0.46087647,0.700310613
ENSG00000261491.1,DNM1P31,0,NA,NA,NA,NA,NA
ENSG00000261496.1,RP13-514E23.1,0,NA,NA,NA,NA,NA
ENSG00000261497.1,RP11-483E23.3,0,NA,NA,NA,NA,NA
ENSG00000261498.1,LINC00566,0,NA,NA,NA,NA,NA
ENSG00000261501.1,RP11-63B13.1,0,NA,NA,NA,NA,NA
ENSG00000261502.3,RP11-96H17.1,0,NA,NA,NA,NA,NA
ENSG00000261504.1,RP11-317P15.4,5.118634969,-0.018361612,0.253165902,-0.072527982,NA,NA
ENSG00000261505.1,LA16c-358B7.3,87.8176457,-0.752306074,0.419878727,-1.791722288,0.073177463,NA
ENSG00000261507.1,RP11-1437A8.6,0,NA,NA,NA,NA,NA
ENSG00000261509.2,TP53TG3B,0,NA,NA,NA,NA,NA
ENSG00000261510.1,RP11-244B22.13,0,NA,NA,NA,NA,NA
ENSG00000261511.1,CTD-3244O18.7,0,NA,NA,NA,NA,NA
ENSG00000261512.2,RP11-46D6.1,23.81788022,0.244538447,0.390623875,0.626020227,0.531301674,NA
ENSG00000261513.1,RP11-432I5.8,1.385660614,0.270646286,0.249906485,1.082990246,0.278812752,NA
ENSG00000261514.1,RP11-527L4.2,0,NA,NA,NA,NA,NA
ENSG00000261515.1,VN1R70P,0,NA,NA,NA,NA,NA
ENSG00000261517.1,LINC00558,0,NA,NA,NA,NA,NA
ENSG00000261519.2,Y_RNA,6.611104211,-0.078967936,0.253386117,-0.311650602,NA,NA
ENSG00000261520.1,DLGAP1-AS5,2.9409787,-0.276333263,0.251919843,-1.096909475,0.272680966,NA
ENSG00000261521.1,RP11-408H20.1,0,NA,NA,NA,NA,NA
ENSG00000261523.1,RP11-82O18.2,0,NA,NA,NA,NA,NA
ENSG00000261524.1,ABCB10P3,0,NA,NA,NA,NA,NA
ENSG00000261526.1,CTB-31O20.2,114.8694415,-0.043789172,0.429425175,-0.1019716,0.918779218,NA
ENSG00000261527.1,RP11-343C2.10,0,NA,NA,NA,NA,NA
ENSG00000261528.2,AC002400.1,1.164907844,-0.266963812,0.248728243,-1.073315233,0.283129703,NA
ENSG00000261529.1,RP13-487P22.1,57.41643452,-0.275224727,0.429050857,-0.641473434,0.521215136,NA
