gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
OSBPL5,113.537832464052,-0.0122541918732794,0.167729736740441,0.462242023071909,0.784886635683533
UBQLNL,3.37952947983138,-0.0134778076400372,0.167524566543287,0.462249002078081,0.784886635683533
BSDC1,70.9661113673749,-0.0541726705710153,0.157834122678661,0.462460314488403,0.785049901765305
TMEM80,47.4395175371225,-0.0524344894711914,0.156940161711723,0.462514284073763,0.785049901765305
DACH1,333.012772020573,-0.0615065577019608,0.140586775475638,0.462550307973913,0.785049901765305
BLZF1,44.0720095466651,-0.0480740114004299,0.158119931020156,0.463003796620389,0.785355139657515
KLHL9,75.6689334150661,0.0598849269035901,0.149268123473025,0.462936449195463,0.785355139657515
ACD,39.9025684216593,-0.0586379155010198,0.149329685247976,0.462884487035717,0.785355139657515
GUCY2D,2.85298250619221,-0.0177326035369407,0.167957240122436,0.462899253350614,0.785355139657515
ICAM5,3.54846312646052,0.0195851684662939,0.167912760952281,0.463106960815945,0.785414080391055
TPM1,82.1556857160422,0.0546209530542308,0.155867586185941,0.463183603938148,0.785428031493344
RNF130,238.230240813273,-0.0597582287953521,0.142923580108459,0.463481221485753,0.785664442013804
STOX1,10.0198763235721,-0.0251611368644177,0.16736953904419,0.463596770923476,0.785664442013804
RCN2,111.606013210669,-0.0600400422100327,0.145906561780033,0.463512170874108,0.785664442013804
ZNF350,48.0194555188919,-0.047730540278705,0.159382559953205,0.463574263488729,0.785664442013804
GTSE1,18.0470069943728,-0.0271210541879363,0.166375135198068,0.463834187330209,0.785950770561003
ARHGAP44,14.0010308317647,0.0292105867432165,0.166472365022875,0.46404838280001,0.786197673338859
CLINT1,276.527662868815,0.0623092914495059,0.111746914916616,0.464190824729154,0.786208659475466
UQCC1,48.2993678438273,-0.0527468404468969,0.157715173133854,0.464260322524755,0.786208659475466
TGM2,15.3768513765848,-0.0223894312322994,0.16596758846705,0.464255293820227,0.786208659475466
NAGLU,14.5389522985213,0.0362564833286817,0.166011408132223,0.46439396838176,0.786318990711299
GEMIN5,32.8225651116564,-0.04300353283255,0.163575291545119,0.464809436918343,0.786795784906
MYBL1,21.4252737990716,-0.0139349207873997,0.167605009743448,0.464948174096224,0.786795784906
PSMA1,363.294897540779,-0.0629771129936603,0.125772997121294,0.464949704251072,0.786795784906
MGME1,59.4229711913545,-0.0529098846799776,0.158392747676396,0.464835420957293,0.786795784906
POLR3K,51.2830246942666,-0.0394469253896837,0.164024825895772,0.465019862759945,0.786798529769222
POU5F2,21.4502701132779,-0.0345655983612762,0.164009991239412,0.465286781979768,0.786902218197958
PHF8,56.3406273813019,-0.0519141562116349,0.157709667322856,0.465270850188871,0.786902218197958
VPS25,62.5401155317703,-0.0532445291453404,0.155386269286299,0.465175866923322,0.786902218197958
SGSH,9.78058204059316,-0.00257770947797252,0.167154409187617,0.465463901792908,0.787085814196875
IKBKB,77.8428543973405,-0.0516244186818047,0.155761617029545,0.465924721973706,0.787749014471009
TLR6,16.2167604806735,0.0410645012367507,0.163717478807361,0.466876084050261,0.788428573830096
CWC27,106.825608658274,0.0622338436088354,0.136474809691485,0.466727776130399,0.788428573830096
BAK1,16.5540910471668,-0.0258722399005042,0.166820363689928,0.466629081615741,0.788428573830096
SPAG8,9.08156918860852,-0.0157153347177107,0.167458673301722,0.466842573311045,0.788428573830096
COMMD9,89.4519566380702,-0.0575054627014382,0.145512706237415,0.466582810527102,0.788428573830096
PCF11,181.70746802743,0.0635417828348478,0.131161981173964,0.466472837394977,0.788428573830096
DYNLL1,456.988846698268,0.0556503942557356,0.15214779949664,0.466501714767465,0.788428573830096
TIMM50,77.0184496564762,0.0556867335940892,0.153259584968559,0.466764442193753,0.788428573830096
PLCB3,7.41412206312021,-0.0333157336831129,0.166164122484803,0.466976185126065,0.788481630423183
EFCAB14,121.019805129644,0.0567339237917602,0.149782358997755,0.46732921171054,0.788491056340925
CRYZ,45.9926032475921,0.0526204328607286,0.155974765278192,0.467131234773116,0.788491056340925
NBPF15,47.9489089506808,0.0511960545831044,0.159677627423223,0.467554653586424,0.788491056340925
PSEN2,12.187595711946,-0.0271566333882866,0.166409052041193,0.467548387163034,0.788491056340925
TMEM144,58.8653001864519,0.0526616292364185,0.155674635343448,0.467582311760961,0.788491056340925
POLD2,127.010967609565,-0.0626074250622338,0.139215621302383,0.467599922610542,0.788491056340925
FRAT1,11.1336462605524,0.0196551649152273,0.166432556283387,0.467342625301915,0.788491056340925
DPH1,12.0711480307346,-0.0372339247964277,0.164713462414518,0.467207282742688,0.788491056340925
SOD1,696.296091659091,0.0613913937470178,0.110678804289574,0.467054842494821,0.788491056340925
CDK13,143.376572475672,-0.0709612042670218,0.116393922613391,0.467737814480719,0.7886077412599
TRMT13,66.147855578172,0.0578178023267453,0.149428751660217,0.468355127677107,0.789102596196273
MLLT11,39.6988257821152,-0.0454997853667684,0.160620325557201,0.46824257073752,0.789102596196273
DYSF,14.5384768760573,0.00920391154545705,0.168039137553534,0.468407138899298,0.789102596196273
PTCD3,126.875268902938,-0.0624793170998826,0.12490534667288,0.46851248220155,0.789102596196273
GLS,267.008582051317,0.0624626103969699,0.132861110781944,0.4683906955198,0.789102596196273
ARHGAP11B,21.5102332507619,-0.0358208547000756,0.165432627731183,0.468505758854826,0.789102596196273
C5AR1,5.53630024338116,-0.0188343525709817,0.166443464040857,0.468168519328349,0.789102596196273
HCLS1,181.691052801834,0.0620717934913372,0.112718880051987,0.468669972485993,0.789252058697258
MRPL11,125.418576101765,-0.063166019383776,0.133490535549555,0.468791159793812,0.789320415432651
PRKCA,26.8752230867225,-0.0329345715811249,0.166685185193426,0.468848076030945,0.789320415432651
TBCEL,40.9441248452324,-0.0498357138888874,0.158530196205688,0.468947099230414,0.789371363513953
GPRIN3,47.4754473928521,-0.0366526876697574,0.164083902758044,0.469083972661278,0.789486000022206
CPSF7,92.8562770442681,-0.0618190437460852,0.142126584801786,0.469341943911826,0.789804385240071
SLX4,11.096199977275,-0.0277608657510719,0.166318015478044,0.469423489567332,0.789825833245342
DDOST,210.783520544513,0.0619901482671242,0.132906035944688,0.470220252688742,0.7900885590212
TAL1,64.9584755355364,0.0592750157827302,0.144164673154845,0.470267269247319,0.7900885590212
SLC41A1,21.6148233038241,0.0362244848162044,0.164607418560643,0.469803864808289,0.7900885590212
MCFD2,114.060182832077,-0.0601640374552588,0.1412271432648,0.469881647324604,0.7900885590212
HACL1,71.7492407786826,0.0622420791613592,0.126825498867448,0.470223934922203,0.7900885590212
RNLS,40.1869294606044,-0.0362706641397737,0.164116480837407,0.470125130519044,0.7900885590212
LRRK2,21.0258123908836,-0.0317307504377088,0.165984876967171,0.46995451801383,0.7900885590212
WHAMM,45.5883339991196,0.0544615447731348,0.155522104103649,0.469756280513842,0.7900885590212
ARMC5,19.0996078751835,0.0378994127018835,0.164950882469664,0.47026786792612,0.7900885590212
SPHK1,8.36814237229436,-0.0217087235914894,0.165957245995673,0.469708539545459,0.7900885590212
WDTC1,30.9173424054817,-0.0550515825718463,0.154136233569272,0.470487920982723,0.790333484428124
THSD1,5.49266659064876,-0.0317635397391399,0.167147769372018,0.470551338507511,0.790333484428124
ITGB3BP,81.1031177154473,-0.0555013134162007,0.149945114440268,0.470763258614247,0.790342528355009
NUP188,48.6089449772681,-0.04754819006665,0.157170874408095,0.470759362497343,0.790342528355009
TRAF3,56.9198115835054,-0.0440357918407924,0.161098489181259,0.470751997757421,0.790342528355009
ZNF654,105.629155583583,-0.058035257447411,0.146037287520715,0.470882689779032,0.790427442413114
SLC25A12,62.4537914507713,-0.0533701622446172,0.156053997778723,0.471238661973489,0.790592274062047
CAPN7,91.7415249487081,0.0587294229444283,0.146970983141053,0.471256352909981,0.790592274062047
FEM1B,71.5095767766179,-0.0470781682376963,0.159117406551823,0.471071237495782,0.790592274062047
FAM210A,54.3888173109154,-0.0528394259745094,0.155755920922086,0.471192652301922,0.790592274062047
MOSPD1,25.3305103310625,-0.0363971122337591,0.164770659964733,0.471398272971802,0.790685853625536
SLFN11,67.9238050456663,-0.0503671279082001,0.157757210237946,0.471449883977944,0.790685853625536
EIF3I,294.22746256537,0.0627158912698327,0.130721026525347,0.471617316459353,0.790759986546855
SNRNP48,44.3895480074737,0.0595647981530935,0.145136565527997,0.471631849119017,0.790759986546855
CNKSR1,15.8524973646116,-0.0332518599181955,0.165793366321379,0.471888222037272,0.791074297457342
KIF3A,156.941515827804,-0.0279412165572182,0.166202364395944,0.472037121754951,0.791208374616271
PPHLN1,249.254719932621,-0.0613281039236743,0.117018764271764,0.472114868865307,0.791223167091055
LRRFIP2,166.491402170144,-0.0623494531564165,0.135985022612509,0.472365201410318,0.791263752981787
ZNF239,6.86785672396608,0.0113562130809528,0.167679286720037,0.472214489684948,0.791263752981787
FAM217B,66.8315465385984,0.0525217960427144,0.155428713089565,0.472414787712297,0.791263752981787
PALM,16.9227469114502,0.0409314690868802,0.16343749060679,0.472314517408196,0.791263752981787
RAB28,49.3997476011406,-0.0464441711429527,0.160320132041887,0.472789487241773,0.791544890409152
PARP10,27.1406612218151,-0.0393924325104596,0.163758390933108,0.472679347617204,0.791544890409152
CFL1,958.010494931535,-0.0573182265299073,0.100409336266068,0.472737780194038,0.791544890409152
FHL2,40.3399458426277,0.0433974635469524,0.162626580580959,0.473047247984327,0.791860951714797
NIPAL3,100.340487758247,0.0628855521432066,0.129396159554,0.473476156031672,0.791886111777912
ANKIB1,131.30131828363,-0.0592724802892973,0.141670305002441,0.473306481046451,0.791886111777912
MOSPD2,35.2803120451522,0.0434580948942211,0.161675071201241,0.473408468588597,0.791886111777912
FBXL19,8.22722415622608,0.0390535100825513,0.165437921422775,0.473226330059614,0.791886111777912
OXLD1,65.2848525314814,-0.053925783152039,0.15214113897074,0.473179311282867,0.791886111777912
PIK3IP1,101.893065572088,-0.045174783264103,0.158505338749588,0.473398123967008,0.791886111777912
CASP8AP2,60.1738330374243,-0.0541239831380405,0.153822776914822,0.473721542634285,0.792065731057615
RASAL3,43.3856707147288,0.0509019249648128,0.15818027909213,0.47367599117186,0.792065731057615
MAN1A2,187.146725267328,-0.0614450092574201,0.129264185805298,0.475004305993323,0.792534372753708
TXNDC9,55.9246387412727,-0.0582086864419905,0.144786909380603,0.475806263610821,0.792534372753708
PLEKHB2,117.713456243487,-0.0585585932348435,0.13990388360818,0.475308227784003,0.792534372753708
CAPN10,24.0577645002739,-0.032217223499944,0.166238470125017,0.475840934295138,0.792534372753708
RHOA,708.913829266601,-0.0603259810194703,0.117087995432532,0.475727616750104,0.792534372753708
RPP14,34.9691783978525,0.0468386123571526,0.155715276948449,0.474348594458744,0.792534372753708
ATXN7,96.2522502614759,-0.0572770797615486,0.150751957008499,0.475946207084707,0.792534372753708
MYLK,27.6817305372292,-0.0291833638097754,0.165986744758742,0.474438482903824,0.792534372753708
LIN54,73.2509632450018,-0.0301324047121855,0.165379043411853,0.474344280467083,0.792534372753708
FBXO8,24.8268770705721,0.0345039362101161,0.164899725057341,0.476065404849996,0.792534372753708
LYRM4,143.709886585823,0.0596329810014521,0.13764659361941,0.474210043212126,0.792534372753708
UHRF1BP1,54.0146747960064,-0.0483645839872421,0.158482173126488,0.475902427389877,0.792534372753708
NCF1,12.3681345423172,0.0327487255805172,0.165331998619407,0.474988908079674,0.792534372753708
ARHGEF9,43.162874975921,0.0434782395940386,0.162093990352008,0.474328678169064,0.792534372753708
TRPM3,44.3246421873201,-0.0250480891139927,0.163168660361281,0.475174582501274,0.792534372753708
IL18BP,9.32486432684189,0.0141537913434822,0.167520695553238,0.475774036488309,0.792534372753708
CEP57,226.089109596514,0.0618230327757819,0.118354699079377,0.476003992918568,0.792534372753708
NAP1L1,2222.68004113864,-0.058646476464381,0.104068312976347,0.474496805104566,0.792534372753708
SART3,79.585263488985,-0.0530531691240133,0.153861838046473,0.47549132662698,0.792534372753708
ARL11,41.6792919712266,0.0427771110839161,0.161316865136946,0.475745087201145,0.792534372753708
CCP110,71.5362763090632,0.0614609884392269,0.131392123885956,0.476062710640616,0.792534372753708
AKTIP,23.5305397721718,-0.0297112131416217,0.165839636127408,0.474928773061026,0.792534372753708
BAHCC1,28.0006524947101,0.0344805342239069,0.164629320746678,0.475061939626221,0.792534372753708
DCXR,86.6559795847946,0.0574437241657144,0.149414993304116,0.476072912413726,0.792534372753708
ANKRD27,45.8254834358893,-0.0535076097548138,0.152044536359413,0.47512427760575,0.792534372753708
MARK4,39.2106555263866,-0.0330873356210799,0.163871733181601,0.475494556453411,0.792534372753708
PPM1N,17.4169089806969,0.0368663309678817,0.165394475674308,0.474688906811153,0.792534372753708
SF3A1,136.707012628017,-0.0537213895547577,0.120374762929528,0.475124843140741,0.792534372753708
ODF3B,17.6935306438018,0.0280488673840243,0.166883966131128,0.475760276892109,0.792534372753708
CHAF1B,20.228915054486,-0.0401459685136255,0.163627612653845,0.475231006176357,0.792534372753708
CDK5RAP2,69.2676655825567,-0.0545868841869581,0.153368263815831,0.476201087819594,0.792632809651869
SLC38A2,388.485362658557,-0.0622166565142029,0.121019045366141,0.476450187981597,0.792799653094172
NRXN3,28.4599256659154,-0.0079000528884469,0.1680351419107,0.476406742743077,0.792799653094172
NAPA,39.3692923701636,0.0542403789685739,0.152881508825104,0.476508502295278,0.792799653094172
SMN2,32.7575258587637,-0.0483657463749674,0.159873193460014,0.476601656961536,0.7928397365481
C1QTNF3,20.0440402668955,0.0409945469233663,0.163217901417158,0.476748369588575,0.792968890593572
LILRA5,1.64119263406901,-0.000480370195404938,0.167229154714374,0.47687376566728,0.79306255683911
FAR2,102.297192657337,-0.0599115255609118,0.145230843372004,0.476964326564408,0.793098271865499
MRPL33,134.808643767285,-0.0608119205348623,0.13155567740651,0.47707770738141,0.793171916109861
COPS6,180.206874791384,0.0617843567811939,0.138617952448929,0.477159280445634,0.79319266427974
C2orf42,28.649882519579,0.0375582372408679,0.163897197977421,0.477300790788222,0.793313027110003
PHF6,91.9137050348625,-0.0598337570251007,0.136790014104137,0.477524800101725,0.793570455293544
CPT1A,189.70258934956,0.0606002943258444,0.135692549568251,0.477624141101323,0.793620659985987
CDH23,17.1644840006731,-0.0211247947802079,0.167082807571759,0.477804908878617,0.79369126811265
UQCR10,294.001150968231,-0.0603612406696939,0.115783534626627,0.477779853374794,0.79369126811265
DCP1A,177.64326204876,-0.0611420524857407,0.134352790487094,0.478447917446522,0.793840452707917
GAPT,164.401528032682,0.0698702037535933,0.133900652946733,0.478330131942131,0.793840452707917
EIF4EBP3,35.3399820694049,-0.048410188774097,0.159427907395678,0.478381308520405,0.793840452707917
STX3,77.9412454344443,0.047954365531083,0.158606083996622,0.478246976143361,0.793840452707917
PUS3,31.0542077306356,0.0417220072783599,0.162178454330096,0.478399812255425,0.793840452707917
REEP3,45.9380926459102,-0.0435530141983263,0.161154664658549,0.47828898451283,0.793840452707917
DLST,55.1708508361609,0.046725839852247,0.161082494766916,0.478308748921617,0.793840452707917
FAAP24,19.7902392182599,-0.0258578067138795,0.165837388712682,0.478421817779109,0.793840452707917
FBXO5,22.6969405928532,-0.0341406979160845,0.164061908278462,0.478543254288408,0.793883895842619
UBLCP1,58.6695835528898,0.0507057229927971,0.151285352889722,0.478790923632331,0.794065270629754
FLNA,77.8393422393423,0.0511781955857005,0.155029936836677,0.47878337576181,0.794065270629754
ABLIM1,267.815039322884,0.0605068297397283,0.116246619890872,0.479008422007629,0.794311235685047
PITHD1,70.2014420237218,-0.0573016049672067,0.144726612978655,0.479213169131575,0.794535988103767
RICTOR,225.979501214972,-0.0597425874525947,0.132901996688423,0.479292316726854,0.794552461519752
WIPI1,16.121215864783,-0.0326145854268043,0.165150370092989,0.479394722698846,0.794607481458671
KIAA1191,95.8748555345215,-0.0464657329659212,0.147878308905498,0.479475056852113,0.794607547246867
SHMT1,33.8327541271295,-0.0397124292222328,0.163619899673775,0.47957845037892,0.794607547246867
SKA1,7.2786489810672,0.0153899283355152,0.166973150919175,0.479602412445431,0.794607547246867
DAP3,199.65540033121,0.0619477672705497,0.123580411917594,0.47974034949748,0.794635634605755
ATIC,148.350774282116,-0.0561559449354609,0.135255934769641,0.479999708603945,0.794635634605755
PPAT,57.2074683902405,0.0455140277939118,0.159127819595608,0.479782126251017,0.794635634605755
IFT74,75.7881800330123,0.0603308213331215,0.136750447909383,0.479987490211007,0.794635634605755
ZNF384,30.9082338467067,0.0500021540430922,0.157032511366116,0.479929436530823,0.794635634605755
CYTH1,107.140037698439,-0.0578129089013766,0.145693262146101,0.480034679964365,0.794635634605755
HENMT1,107.117808699495,-0.0600502277049111,0.134962928230984,0.480359592273749,0.794968869757564
S100A8,10.6601472672951,0.0268749254541773,0.16714602680391,0.480962696094704,0.794968869757564
C1orf43,251.402862876562,-0.0540962594677899,0.123725980161355,0.48042616257982,0.794968869757564
TAF1B,36.385173843234,-0.0513160908270334,0.155704198051207,0.481017339034043,0.794968869757564
ORC2,84.3438750355415,-0.0603639784255987,0.130734156926205,0.481136211417731,0.794968869757564
ZFP2,4.3331911162645,-0.0165513914375638,0.167505781942659,0.48087358967159,0.794968869757564
MEST,205.614592854081,0.0608945362180204,0.123562173178439,0.481134142612279,0.794968869757564
TCEANC,24.8647557593215,0.0380723629686546,0.164058426538921,0.481090161054933,0.794968869757564
F8,14.7921992262298,0.0247447075573988,0.166722049244409,0.481120046630204,0.794968869757564
SURF1,41.3824915535779,0.048242036898312,0.160114083342054,0.48110598353445,0.794968869757564
PITPNM2,21.7997654543795,0.0433114294458324,0.162937851726533,0.480872882774938,0.794968869757564
RAB12,25.3290611231695,-0.0404286417322003,0.163638348283039,0.480780809888376,0.794968869757564
ICAM3,326.328810452591,-0.0561932048462977,0.145375531093708,0.480674746427052,0.794968869757564
MRPS27,141.234867118815,-0.0586207358560866,0.141799605185272,0.481768658898647,0.795327035397824
GFOD1,78.2313614341033,0.0522986674017633,0.154584079869574,0.481756053564628,0.795327035397824
GUSB,72.1726083079208,-0.0528707652810912,0.154649167487243,0.481505410789005,0.795327035397824
ENTPD5,22.9490895015071,-0.0396769835184418,0.163263316899154,0.481700613258535,0.795327035397824
METRN,9.88650059861592,-0.0341328461453616,0.165710147979427,0.481724176666936,0.795327035397824
AC011043.1,7.12798432715858,-0.0263635378139627,0.167755898029585,0.481661798181127,0.795327035397824
RAB3GAP2,119.339090715822,-0.0580576455274272,0.141293356616945,0.482478614584697,0.795355326742149
MERTK,32.4547226566394,0.0456351524141136,0.16126680853263,0.48244713487916,0.795355326742149
CCNYL1,21.5337542623912,-0.0379515450596755,0.164928022016386,0.482359537025089,0.795355326742149
PRDM8,23.1592652006192,0.0345352121814518,0.164773643826687,0.48206145365594,0.795355326742149
NFKB1,168.725300907122,0.0537405348765054,0.154274127944218,0.482338867591758,0.795355326742149
ZNF273,43.9316585842719,-0.047762848879476,0.158421143962673,0.48240333801573,0.795355326742149
MED17,86.6449141789587,0.0601168598564302,0.134641895433025,0.481913995968634,0.795355326742149
RACGAP1,14.3867167807312,-0.0320045074734642,0.166191629714035,0.482264512214903,0.795355326742149
OAS2,66.1363240248008,0.0410958009379113,0.161799606133545,0.482318628507828,0.795355326742149
TACO1,13.4359678510129,0.0297743586523767,0.165700717320549,0.482436676247571,0.795355326742149
CAB39,85.9450475041737,-0.050421279265276,0.155036432979872,0.482795013453869,0.795717582819565
BLCAP,68.4943077869545,-0.0638310476700567,0.136595632972362,0.482836993198701,0.795717582819565
SPDYE5,5.4833223873707,-0.0188651688508,0.166226900463631,0.48298210445442,0.795842480140195
ZNF664,43.1175569411928,-0.0535621690323519,0.151498607974311,0.483132414365605,0.795975906561013
PILRA,10.5360920862251,0.0275742070070877,0.166194939144846,0.483203202334654,0.795978298579686
AGO4,66.6842693369036,-0.0559147570262932,0.150572468046301,0.483740923782323,0.796345430179254
TBCE,29.3842935744628,0.0522159940463257,0.156122505965657,0.483812549274195,0.796345430179254
ZNF81,22.6204446352879,-0.0270490160059137,0.166559185282969,0.483555190434677,0.796345430179254
RAB9B,21.023438581507,-0.0299744924090017,0.164495992312849,0.483897815810372,0.796345430179254
CNTLN,125.463654308496,-0.0592643683604346,0.133008836844394,0.48373037323328,0.796345430179254
NEMP1,28.7544455721354,-0.0447971132936512,0.159961815691862,0.483911648164676,0.796345430179254
XYLT1,117.953349537506,-0.0516997219820242,0.152426094698656,0.483907243483415,0.796345430179254
CLIC1,902.439323282944,-0.0580585544254165,0.108349129598224,0.484311026607876,0.79688843133989
HLA-F,72.2886581974151,0.0568705957002472,0.147710769044517,0.484392244401693,0.796907848342138
VDAC2,434.701699526793,-0.0589753570130546,0.112951615794942,0.484623939101705,0.796946400356336
IST1,194.29202130717,-0.060531653406394,0.124136224391953,0.484548186038485,0.796946400356336
ZSWIM1,14.0517894622842,-0.03775168003588,0.163662166346493,0.484604025835479,0.796946400356336
ALCAM,160.894676145303,-0.0592632179535954,0.127939056267285,0.485115273071071,0.797117531459843
CXorf21,37.1678983338013,-0.0392463400605153,0.163036245662209,0.485144616054871,0.797117531459843
CCDC107,22.7367475644361,-0.0453955436422619,0.159711344652832,0.484880222177249,0.797117531459843
RASSF4,9.2677024174427,-0.0155579319351091,0.167471463344021,0.485015829007129,0.797117531459843
SCN8A,22.1493342741678,-0.0139862243358304,0.167315809292933,0.484891113898815,0.797117531459843
PAXBP1,83.2272090802336,-0.0548101836524977,0.149760006579039,0.484984472723246,0.797117531459843
SMIM3,249.331364247541,0.0595168406488688,0.141457461643835,0.48547296839133,0.797314689146277
NEK5,19.885603823103,-0.0307233618819447,0.16594738883889,0.485458099444615,0.797314689146277
JKAMP,92.814957826762,-0.058501995206822,0.140759423963789,0.485422134155156,0.797314689146277
DBR1,29.1859826110448,0.0417881303962723,0.160879263971876,0.486021709943954,0.797462941370962
MMRN1,314.613360651861,0.059965052182248,0.126615455745569,0.485798108069383,0.797462941370962
CACNB2,165.100584513348,-0.0484089062782716,0.157350586199907,0.486042310670889,0.797462941370962
FOXN3,485.891312134317,0.0595493548256489,0.126960582578122,0.486049494840821,0.797462941370962
DET1,26.0478791066101,0.0366328117628603,0.164430401205672,0.485788313037975,0.797462941370962
EXOC7,95.6997680056042,0.0581385547548143,0.14422213403047,0.48592779885872,0.797462941370962
BSG,165.105448218117,-0.057395370989438,0.141996880599173,0.485753396372694,0.797462941370962
OLA1,312.755159679369,-0.0591664355410263,0.115193202576794,0.486227748675787,0.797527440319766
TMEM117,37.37145616785,0.0294791039577721,0.165873345587134,0.486210409309181,0.797527440319766
DOCK10,167.071609206922,-0.0560148084064089,0.143213650794814,0.48780021395997,0.797599552237638
SH3BP5,30.3605981611441,0.027534389439383,0.165633681082035,0.486848339382834,0.797599552237638
ATP13A4,11.1359102764222,-0.0219301591240807,0.167059900939264,0.486568005309926,0.797599552237638
EEF1E1,92.6465879669813,-0.0561602784511874,0.146819158642694,0.487163170193247,0.797599552237638
TMED4,195.135673846865,0.059885058952885,0.119429805799633,0.487600051310938,0.797599552237638
CHIC1,46.1337903624221,0.034675938942663,0.163863300924512,0.487277272761502,0.797599552237638
GPRASP2,26.3313395479732,0.0323403546910836,0.165739561358152,0.48743235329951,0.797599552237638
SMARCA1,23.1341432968299,-0.0330659264568341,0.165343259991216,0.486933036070374,0.797599552237638
RELT,24.8405046319735,0.0362698784733458,0.163157550718241,0.487750369917967,0.797599552237638
CLMP,6.91154933079009,0.0220273465750348,0.169138136370778,0.487591624551005,0.797599552237638
HNRNPH3,291.990112089528,-0.0590708263405139,0.116079369687814,0.486913137380181,0.797599552237638
LZTS2,25.8099239272425,0.040791210428207,0.160845308506418,0.48766646729009,0.797599552237638
SFR1,48.4447529304111,-0.0558044321772551,0.142631155460303,0.487190099235764,0.797599552237638
EXOC5,86.6663567358763,-0.0561467541826595,0.148209618074204,0.487770426353115,0.797599552237638
PLEKHG3,10.211250590886,0.00479076685002906,0.166734160218805,0.487705464430718,0.797599552237638
TUBGCP4,55.368818450663,-0.0528278060379064,0.150978575542317,0.486683982575406,0.797599552237638
PARP6,50.2956459537892,-0.0487878354984437,0.156462469317575,0.486911188549804,0.797599552237638
ATP6V0D1,63.2483939705634,-0.0490605866032964,0.154292993293875,0.487579942189533,0.797599552237638
ZNF155,19.0897303470309,-0.0329937523028248,0.165357362489261,0.487778362496772,0.797599552237638
ZNF614,24.9460589843067,0.0427388548004609,0.160762839960434,0.486773175127948,0.797599552237638
DDX17,732.920370903503,0.0534981196756845,0.0923124238527138,0.48723928518343,0.797599552237638
SON,1086.03243143691,0.0562815991998927,0.102348552831416,0.487680402109069,0.797599552237638
WDR5B,22.4814486597406,0.0334536922010104,0.165320731586935,0.487972523105691,0.797767668079369
BRD4,200.03672858429,0.0602810635844197,0.121703365777832,0.48805810594441,0.797793970702239
WDR44,37.4927595510496,0.0492724201050606,0.155125492912744,0.488276841083757,0.797810722408415
CD82,176.884593176641,0.0579277235770179,0.137454079738361,0.488222229117899,0.797810722408415
RAB3IP,66.6687037302556,-0.0484591180021462,0.156694754827075,0.488153015844288,0.797810722408415
SRP68,81.7391546765529,0.0563045573739822,0.147001281532284,0.488605126985749,0.798233507584517
COX17,116.055171179545,0.0591331862688591,0.132584379684135,0.488727540739133,0.798319887263126
DDX18,284.045684596635,0.0601006423407667,0.118640424973104,0.488868828770497,0.798323492785961
MCMBP,55.4838837822487,-0.0515888788689535,0.153259449880211,0.48885751561179,0.798323492785961
GPAT4,40.8805429560216,-0.040125136371033,0.161900179462055,0.488961133236056,0.798360661292834
SENP7,138.361831087594,0.0590532507599967,0.136369062870459,0.489217264508623,0.798665272548207
SLC51A,12.7638869866445,-0.0248426898262949,0.166431281085081,0.48951285963642,0.798807054531074
MCC,11.5133850685632,-0.0023984882135214,0.167548618093718,0.489499458941214,0.798807054531074
SLC25A3,844.86397182207,-0.0571282933375795,0.108315618133121,0.489465362519956,0.798807054531074
CNBP,879.758019758315,0.0563090559793616,0.101511910093944,0.489654981743151,0.798925410803208
POLG2,68.1417979060301,-0.0561540298308529,0.140437866618743,0.489801839893465,0.799051459709675
GNE,32.1255079882383,-0.0491382735254366,0.156186708512016,0.489890530794197,0.799082593565983
UBE2L3,220.786598432815,-0.0596495310938663,0.121610843638752,0.490077286521668,0.799273653824229
CARD16,82.627214382906,0.0563168705451903,0.147885926450618,0.490396972240635,0.799364856135248
PLCE1,31.846401979944,-0.0416969757624533,0.161765116742015,0.490415853279172,0.799364856135248
SLC7A7,10.5773082552151,-0.0188797545394127,0.167195105287003,0.490239349132034,0.799364856135248
CSTF1,81.6077523191557,-0.059027270118113,0.137139855395251,0.490481362945705,0.799364856135248
GEMIN7,33.6226255486017,-0.0480332679287736,0.158635630585487,0.490467503498733,0.799364856135248
IVD,111.909669088668,0.058343285838447,0.135302107809797,0.490664554154031,0.799549905136732
C5orf34,9.25082491309452,0.0211756383604057,0.166158891865002,0.491043117740919,0.799656275275377
FGD3,47.2348148949758,-0.0489611114226811,0.157805476961866,0.491067353797412,0.799656275275377
FAM120AOS,78.9083848559774,-0.0544061491395389,0.147686968087333,0.491063548469465,0.799656275275377
ALG9,32.7014469983872,-0.0364527751874456,0.16398660081324,0.491078113300645,0.799656275275377
AP2S1,138.381342899828,0.0582401679068643,0.136979306893285,0.490871122533506,0.799656275275377
STX7,118.852112926847,-0.0584767345777202,0.114528437532738,0.491229529774476,0.799714573944898
DNM1,23.3101934283154,-0.0345732281209482,0.163677816070773,0.491253238280438,0.799714573944898
AFTPH,163.201975391826,0.0585917093411881,0.11461397897789,0.491634347630416,0.799994657802576
GOLIM4,139.0021980912,0.0586375522996883,0.131684510322406,0.491625258043702,0.799994657802576
LRP6,58.9895039124638,0.0524711784524655,0.153264942637871,0.491520889011083,0.799994657802576
DEPTOR,82.3901168084263,-0.0469348095116059,0.158312598204045,0.491837978614731,0.800166569034093
