gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
MAP1B,19.648607803532,-0.0295959568706247,0.16949937430372,0.160354730108424,0.534671014128583
S100A6,357.366758835376,0.128760351856365,0.13361897697391,0.160605559103848,0.534746767828946
BRCC3,64.4290605527149,-0.111328528532303,0.183254712958148,0.160476167925671,0.534746767828946
DENND4C,111.365659408056,0.130316439797853,0.156790518774377,0.160574896784451,0.534746767828946
CHP1,280.548142424206,-0.129358976588839,0.126265489072796,0.160546124527102,0.534746767828946
FCGRT,141.922414468091,-0.133229975025587,0.150121132636083,0.160610353264304,0.534746767828946
TUSC3,13.9163641656591,-0.0386683244137043,0.171756489253897,0.160768908124476,0.535076121162205
USP31,16.4558759465123,-0.045311748684133,0.173283321297374,0.16080249285798,0.535076121162205
CISH,35.9765390650415,0.0807640008385425,0.183760125938199,0.160850140852767,0.535079576061944
ERMAP,26.7812547889397,-0.0873703606987341,0.186682422726936,0.161081625446328,0.535537030433938
AGFG1,79.7348480110924,-0.117910341873372,0.184561832721928,0.161127604801291,0.535537030433938
HYOU1,44.5225194555325,0.0812209759146038,0.183376154049585,0.16112641900461,0.535537030433938
FUT1,5.72250535978346,0.0244692999449899,0.169855443325039,0.161311640455306,0.53599352602805
WDR26,116.817397597131,0.133081524067992,0.149156981911431,0.161427228193393,0.536222389947962
PSIP1,364.05984520183,0.135200827474888,0.156141369100301,0.161726354339651,0.536341427805775
TLE1,6.35744295904528,0.0267683596986617,0.169718167128681,0.1616281033641,0.536341427805775
SPTLC1,60.6175452941798,-0.12360264650482,0.184524369216113,0.161743381799964,0.536341427805775
HSPA14,53.9247355151789,-0.118156215442414,0.188056846173998,0.161695667237728,0.536341427805775
CCDC77,21.8923855159954,0.0772783842648254,0.180938157392617,0.161624664264,0.536341427805775
PLD4,52.9261568076645,0.0868065850724633,0.18246026638206,0.161550066161675,0.536341427805775
ZNF451,155.261619169826,-0.131593095790347,0.144441085539897,0.161887478600778,0.536660562664267
INTS8,84.5639073073866,-0.133475912193228,0.179742317529127,0.161933117514723,0.536660562664267
HP1BP3,278.137586408291,0.11948009318926,0.108920160125429,0.162167991807298,0.536966142900656
ZSCAN16,10.2097554161524,0.0445569208040326,0.173104641277393,0.162172377602143,0.536966142900656
NSMCE3,37.1012454691953,0.102899199063705,0.189803546002828,0.162118097661561,0.536966142900656
MYCBPAP,16.475721450013,0.0578279079542337,0.176260956348551,0.162212420172428,0.536966142900656
ACBD4,19.8101324367712,0.100848220399433,0.190310027319708,0.162382911872362,0.537375563071407
TNFRSF10C,7.12492520022315,-0.0451355106710744,0.173429937249702,0.162464422986045,0.537490367688702
UNC45A,74.4460324968638,0.132494052206631,0.176891391268902,0.162559584814288,0.537650254586007
PSMF1,231.082890355939,-0.132670292088998,0.155641208980225,0.162773468446131,0.538202597281564
ZBTB3,14.6368291643713,-0.0699698148417887,0.178542256527689,0.162994006005926,0.538466529193679
LRRC20,23.0986568558412,0.0489896542281872,0.17444956227835,0.162966106291745,0.538466529193679
ABCC4,80.2572163371966,0.117886321749929,0.183363937586251,0.162921328889575,0.538466529193679
TEC,99.5828273318613,0.126946184147295,0.167236417201092,0.163330121371932,0.53877476523818
GAS2,14.431242224604,-0.0311213586360604,0.170474042167494,0.163337472858984,0.53877476523818
VIPAS39,38.3098460323567,-0.130461208143675,0.178437985396432,0.163368898762553,0.53877476523818
NUFIP2,183.627602559112,0.134655590782285,0.152000896524481,0.16323299544177,0.53877476523818
TPD52L2,63.9391728787066,0.123812879640222,0.184102435459493,0.163153876966825,0.53877476523818
COX6B1,624.013141476511,0.130750272197331,0.137696436402505,0.163191272836301,0.53877476523818
JMJD6,50.9617792144847,0.0906685767648165,0.187060960736198,0.163425433984834,0.53880642795689
ACOX1,44.2855165570574,-0.129268783379669,0.175367258879199,0.163481120005786,0.538835273518926
POP5,78.0225703992157,0.126627888161282,0.18602509519408,0.163658778108983,0.539111269064886
SLC25A15,7.24459113812162,-0.0512494186636586,0.174728193732792,0.163655986607109,0.539111269064886
TRIM62,10.0294520700718,-0.0676883766954816,0.179823624021498,0.163786506944383,0.539247557626839
RGS14,46.1290803918611,-0.114997687822358,0.187569607608984,0.163794096989964,0.539247557626839
TMCO1,185.848626050816,-0.119520772814659,0.110473340943646,0.163906972843349,0.539435985136086
PDCD6IP,183.18773756674,-0.121596842639055,0.112527699497989,0.163992298617155,0.539435985136086
AZU1,20.2556858388787,-0.0751423854204457,0.181601610126372,0.163969297533198,0.539435985136086
TFAP2E,4.18233621208006,-0.0370739757446325,0.172386466635988,0.164426461696335,0.539492877181098
CAP1,304.747459858971,-0.134341374140987,0.150501026733656,0.164402456592632,0.539492877181098
SLC2A1,26.6150389903043,0.0799557130335491,0.180996557449381,0.1641629019783,0.539492877181098
RGL1,6.31156747383352,0.0295421672067379,0.170758061931396,0.164551186583594,0.539492877181098
NR1D2,76.975741147396,-0.102447792943131,0.182514691021279,0.16460232216791,0.539492877181098
DHX30,106.366442481384,-0.123311768121979,0.172605472727035,0.164617563156578,0.539492877181098
FER,95.0866135016036,0.0991141918067229,0.184113005947122,0.164362089773135,0.539492877181098
CNPY3,206.689228142195,0.129389430743045,0.134680124615327,0.164697757862641,0.539492877181098
REPS1,99.1011476598335,-0.122461260048929,0.186416150680649,0.164742458973839,0.539492877181098
KIF13B,54.8767630097126,-0.11496397655255,0.187226031634836,0.164693902620266,0.539492877181098
HINT2,49.9350390707679,-0.109838239778972,0.185459444883287,0.164714316641513,0.539492877181098
CAPN1,91.2828740560742,-0.10901390102999,0.183330957606473,0.164193942467569,0.539492877181098
METTL3,92.4508808089575,-0.134177444625693,0.165812193028083,0.164761500644332,0.539492877181098
IFI35,46.5377570841385,0.122732074203486,0.181235605908375,0.16453878887964,0.539492877181098
PAF1,44.7814905629425,0.112497732084233,0.188622661308898,0.164159410974288,0.539492877181098
BTG3,102.229399375966,-0.108491071461112,0.188191250677043,0.164462444083903,0.539492877181098
WDR77,41.6685537201383,0.104357109467764,0.187074819121008,0.165089785250635,0.539576460224405
FEM1C,30.0041453951473,0.0809900216343457,0.181978599135863,0.164985475360662,0.539576460224405
DDO,13.1125674518189,0.0623070025961946,0.178233342542417,0.165084493699343,0.539576460224405
LAMTOR1,336.912568958198,0.132927611173074,0.143185631493144,0.165001612746783,0.539576460224405
SRGN,1353.95227527801,0.120972270243747,0.186732899460757,0.16501579497519,0.539576460224405
SUCLA2,70.7262452738296,-0.128819259793325,0.179960881605794,0.165024577995439,0.539576460224405
TTYH2,11.798729952284,-0.0650191109993093,0.179545822393917,0.165116037000726,0.539576460224405
ACADM,178.150379623046,-0.129347730302198,0.157076105985174,0.165312138489485,0.539602885942361
MCCC2,88.6749231486633,0.114949600071945,0.18497001370119,0.165176542340475,0.539602885942361
SUPT6H,107.333148242615,0.132151653406135,0.170237117576477,0.165266530098918,0.539602885942361
CELSR1,9.15915072348715,-0.0270093959447828,0.169728081744605,0.165282009925696,0.539602885942361
MSANTD4,27.2020813768773,0.0923396632339723,0.184730541908875,0.165426900138467,0.539670592097073
RAPGEFL1,11.5672385338203,-0.0356803965918904,0.171889598235615,0.165414889321995,0.539670592097073
TOB2,56.2783516793713,0.132343011692598,0.161491439516087,0.165481663576641,0.539695880073818
TMED7,84.0540692003865,-0.124600374849716,0.178242120717707,0.165580065126472,0.539863433016729
ZBTB48,27.6302739072743,-0.096608032989052,0.185900877820891,0.166200163727457,0.540452446251193
TRIM45,23.4362632795294,-0.0621036134272098,0.177427892924838,0.166485720535235,0.540452446251193
THADA,126.111391599387,-0.13160055079221,0.168843301894789,0.166512430534962,0.540452446251193
HESX1,13.771820665659,-0.0647612934342431,0.178729638632658,0.166236254221849,0.540452446251193
CRYGS,3.55914435361633,0.040202430310095,0.172976759505795,0.166095461392963,0.540452446251193
ANKRD33B,42.8899343539121,0.0795494302211142,0.181197876934682,0.16644487090313,0.540452446251193
ZSWIM6,102.562038797235,-0.0666380777847247,0.179225788473838,0.166561410280582,0.540452446251193
KIF6,15.1131608230083,-0.0542846172956518,0.175889302546198,0.166522797968259,0.540452446251193
MPP6,117.592464280785,0.130146786841173,0.168397863553684,0.166166079526192,0.540452446251193
PCLO,41.7474288586463,0.0704922380807151,0.180157196409828,0.166040358023098,0.540452446251193
LAMB1,17.1908919562661,-0.0515212524774627,0.175050970847875,0.166570051914941,0.540452446251193
EDA2R,5.83955051293988,0.0359676294726491,0.171368955046503,0.166037799439496,0.540452446251193
FBXO16,3.95840278622134,-0.0305180427289425,0.171182384161378,0.166277428095169,0.540452446251193
TONSL,12.3764867684904,0.0743711386135227,0.180116956527262,0.166088225109419,0.540452446251193
APPL2,62.1698225333473,0.124365853887247,0.181739050081183,0.166468169638478,0.540452446251193
WDR24,10.4495743347566,-0.0567481015986387,0.176896886736783,0.166608119101304,0.540452446251193
FTL,4499.2956455011,0.128341193221861,0.134098022760298,0.165878805544996,0.540452446251193
MMP11,6.38377887303081,-0.0440161197809312,0.172526664193406,0.166244282726469,0.540452446251193
PARP12,31.4931651808624,-0.0953824884164767,0.187573318733679,0.166720039599351,0.540499434682618
LMO2,311.351577141131,0.125639175342252,0.170383174534648,0.16668759003049,0.540499434682618
STX5,51.755765757767,0.0965737459910722,0.182517132139487,0.166763849969149,0.540499434682618
NAALADL2,166.137599606607,0.101954592684023,0.186877967399848,0.167124835039496,0.540932192523894
NT5C3A,213.321571673089,-0.129507905352022,0.136185732637134,0.167132969240614,0.540932192523894
MED11,23.3993006236348,0.0790086243298131,0.182714511193442,0.166945693105869,0.540932192523894
NANP,16.2704200642889,-0.0596310422270614,0.178308495515788,0.16699591527596,0.540932192523894
PSMD8,180.607819901126,-0.128562488254294,0.133748359991054,0.167086343068034,0.540932192523894
DVL3,33.3242382726198,0.081296906419555,0.181429107838866,0.167370719270652,0.541055287098521
AFF1,237.850756601643,-0.126902613454325,0.17225147189582,0.167419160471029,0.541055287098521
DTWD2,23.2453172456696,0.0599678222983591,0.177056937851757,0.167453783541903,0.541055287098521
TRAF3IP2,56.3306041925781,-0.1147804170981,0.183624426859347,0.167308264814584,0.541055287098521
NOD1,31.9662871593114,-0.0888014839186223,0.183361770973455,0.167306231333947,0.541055287098521
SLC35C1,14.6964490560008,0.0644014179530002,0.179920792545778,0.167388540800742,0.541055287098521
NEIL3,8.89314202359406,0.0302638291954734,0.170341927426838,0.167621429852879,0.541098151123248
RSBN1L,200.483087705918,0.128802952198142,0.141130522415191,0.167721911710556,0.541098151123248
UBQLN1,143.754253194552,0.125116764196097,0.12059731864653,0.167709404105018,0.541098151123248
GNB3,6.54143081659852,-0.0367267130023936,0.17181557854802,0.167544047426175,0.541098151123248
CIAPIN1,61.9542948189425,-0.104852386685486,0.187228845034819,0.167730903707373,0.541098151123248
SETD4,40.8681503012553,-0.106450255162937,0.186795474340232,0.167749853645265,0.541098151123248
ATAD3C,6.45414537987711,0.0529770617296679,0.175409645242259,0.168311862314026,0.541530348842743
CTRC,4.45971137552682,-0.0127931784041811,0.167753130772264,0.16885605355298,0.541530348842743
CNOT11,77.6357015882304,0.110641904860179,0.188057852076567,0.168096972518096,0.541530348842743
SLC20A1,80.5268721379805,0.128423697935908,0.172515623399038,0.168542633940809,0.541530348842743
FSTL1,126.60535024253,-0.0766648894454761,0.181266908825918,0.168858189133516,0.541530348842743
NEK11,16.2514009438751,-0.0435673750886451,0.172845536159827,0.168861447723843,0.541530348842743
EEPD1,21.637845480314,0.0825524465126049,0.181932092647049,0.168874446764549,0.541530348842743
UTP14A,46.7308766303529,-0.101938910509087,0.187975844031248,0.168740985660208,0.541530348842743
SCD,42.5939779138036,-0.0677025422798195,0.178569440985657,0.168540340843161,0.541530348842743
RABGGTA,46.596890449486,0.0779015589161909,0.182289471706048,0.168626454669332,0.541530348842743
SYNE3,54.1642657963913,-0.105403825871328,0.188716131718755,0.168846964386276,0.541530348842743
GLG1,200.004060669236,0.125799669436192,0.123123287888054,0.168691075632255,0.541530348842743
ZNF594,22.618578045006,0.071720389769324,0.181197769849153,0.167933097710125,0.541530348842743
SLC25A35,11.3098754946103,0.0309103986682454,0.170250001508823,0.168477761468354,0.541530348842743
OMG,7.90692447128864,-0.0372088656384502,0.17158634670502,0.16836067037211,0.541530348842743
EIF1,3226.18761893128,0.127470714977376,0.13251284333039,0.168477720162355,0.541530348842743
PRAM1,54.267397447918,-0.108879474842928,0.184475559988906,0.16803285872737,0.541530348842743
ZNF222,10.3642597127231,0.0542944341206812,0.176344392674939,0.168693794554689,0.541530348842743
EMC10,105.793705829122,0.128756653489016,0.17284039442409,0.168797588648598,0.541530348842743
ZNF17,14.8618307383928,0.0440425336765782,0.172515923458826,0.168591853264874,0.541530348842743
NDUFA6,172.667499515408,-0.123484940742866,0.176956664078191,0.168414365373856,0.541530348842743
PURB,97.769007046401,-0.103451926916695,0.184410337268884,0.168927828760959,0.541550258077578
CATSPERD,3.95017810100229,-0.0340467143907881,0.171802449960767,0.169035689940264,0.541744757262486
IKZF2,75.8610100196964,0.0782310179758106,0.179399702350067,0.169267637174025,0.541883010250366
LTB4R2,4.72314259502644,-0.0275208793341424,0.170063989831977,0.169174119978457,0.541883010250366
AXIN1,27.1890282882576,0.0958778421450637,0.189022327452626,0.169223050100659,0.541883010250366
RFWD3,61.9933213234384,-0.0984761981167245,0.185478315173381,0.169237314234666,0.541883010250366
ZNF394,81.2283802026412,0.127765489353771,0.17342089081631,0.169379340597084,0.542089442446202
HDLBP,155.925454131442,-0.129025612177819,0.13625745708996,0.169556835976653,0.542506264496092
GRB10,92.8520797215791,0.0971467728960458,0.184189471224283,0.169766755671165,0.543026568711334
CCL28,56.7106431077325,-0.12706095986004,0.171529666403203,0.170023873348753,0.543169072913437
SGK3,178.842206347923,-0.124171426406334,0.158607675391946,0.170049679025182,0.543169072913437
WDR89,40.9083496105723,-0.0983813739801083,0.184869089161984,0.170003826590289,0.543169072913437
NRDE2,83.6248479664542,-0.11191526785613,0.179400593940754,0.170141755252901,0.543169072913437
LINS1,46.8972328102173,-0.0819416458881955,0.184158977813364,0.170032318420463,0.543169072913437
MAP1LC3A,13.4941959798864,-0.0626363990579392,0.178544693777165,0.169873261956411,0.543169072913437
ATG4D,9.23541998438436,-0.0495752483417356,0.174766983577026,0.170142507508425,0.543169072913437
MRPL19,74.0951414561675,-0.126574475685388,0.176592279865235,0.170226746752893,0.543200872441316
SNRPB,331.252266126745,-0.128039434979377,0.154726481261541,0.170247102704169,0.543200872441316
GSTK1,359.512849168207,0.125403820638745,0.126783780233249,0.170350062403166,0.543227421218985
PIGS,81.2579957665766,-0.122858325844126,0.184680861755844,0.170305001209772,0.543227421218985
FUCA2,48.9245421844482,0.117246666550439,0.182045452889871,0.170676307814693,0.543965578487696
FAM160A2,25.2940394124285,-0.074402718112044,0.178379169794032,0.170639057575525,0.543965578487696
ACAA1,47.0717702372632,-0.0851002621803082,0.183571525659042,0.170897759894164,0.544520200828477
SIRT6,18.4093053577674,-0.0753567773024013,0.179973453707976,0.170999000158103,0.544540505357844
NDUFB7,172.174913042588,0.124300933535291,0.173889278398016,0.170980805579168,0.544540505357844
CIPC,48.5275870716515,-0.0729298268250297,0.181463472441964,0.171159481601009,0.544900401769157
FAM133B,156.840989214319,-0.126518943857724,0.14042761258025,0.171221923297162,0.544948067494156
SMIM10,58.3363435785886,0.108639830650097,0.184477332797542,0.171346119922659,0.545192199753916
AURKAIP1,105.063729565035,0.12945685999081,0.163656856090977,0.171425973347951,0.545295143816701
TIGD7,27.4277255701943,-0.0652906599323261,0.178258327542296,0.171548058899004,0.545381256206194
ZNHIT3,126.313554013997,-0.13120990521609,0.146511248999523,0.171530903203244,0.545381256206194
TYMP,18.7634789238544,0.0698421448045776,0.179400157900803,0.171602111467093,0.545402059701615
ADGRL1,24.9958327467864,0.102864321898325,0.184929063557233,0.171725315639474,0.545642575018313
MTHFD1L,72.6817008392381,0.100232608184912,0.186242991116148,0.171799281666375,0.54572655050636
AUNIP,4.39390060899667,-0.0306837041938827,0.170026569562286,0.171902717705124,0.545753097139055
LRRC75B,9.1000949178597,0.0292726164017531,0.169796325927013,0.171871952554311,0.545753097139055
WDR46,61.0994015876365,-0.0958296826882514,0.185771559512428,0.171972056550145,0.545822286202838
FAM193B,43.0148469528533,0.122753620753745,0.180866502975633,0.17204783887446,0.54591188233245
VDAC1,201.093676027579,-0.129987092492076,0.143536638300031,0.172192671062979,0.546069575636188
ZNF28,40.6985699970654,-0.095539253619246,0.186057695970064,0.172171898560906,0.546069575636188
DOLK,6.79357755090293,-0.03896467924961,0.172002773274744,0.172264675662939,0.546147052364138
TNKS2,90.1248725519071,-0.12722662304006,0.172088477481559,0.172330122538424,0.54620370147463
S100A10,48.2375564048213,0.0827395611103891,0.183705015233519,0.172931069129082,0.546806152950919
ANAPC10,58.4957930256726,-0.124979231612058,0.175347741924375,0.172663147576886,0.546806152950919
IL6ST,139.568047234764,0.128321633111249,0.161829111424712,0.172791104046157,0.546806152950919
ZNF425,11.3001306883812,-0.046266781940375,0.173819528008407,0.172877459619931,0.546806152950919
UBR5,185.582200573565,-0.131383187808399,0.162606161955527,0.172608815026257,0.546806152950919
IL18,173.890277164665,0.124725172826287,0.175821647471446,0.172948879909825,0.546806152950919
GPR18,8.00807278486256,-0.0438925602913675,0.173133822939659,0.17293717058032,0.546806152950919
NBR1,87.277260866609,0.125045784241067,0.177907202833296,0.172763846469457,0.546806152950919
MANBAL,28.2603159017591,-0.0747209265559513,0.180869844712258,0.172807735531144,0.546806152950919
MXD4,74.1383315559054,-0.0907323791003101,0.181825223173417,0.173030676793845,0.546914143610502
FES,74.3658222062222,-0.105713316446042,0.183584405124808,0.173163715326065,0.547033421008043
DCTN5,85.1286254842293,-0.126279185418382,0.157185493449206,0.173159102723788,0.547033421008043
C1orf159,14.1093883056736,0.0398998023969259,0.171086395891765,0.173290577396304,0.547133066146746
TROAP,9.9591008278336,-0.0602629242943272,0.177522325016328,0.173280925732599,0.547133066146746
INTS4,44.0199633133261,-0.111873947106363,0.186959688147269,0.173392717798063,0.547305031707935
CD164,1992.89754377391,0.127123156403435,0.168251198212091,0.173446144734497,0.547323183494234
LETM2,20.3403470827912,0.069642477932476,0.179892622355742,0.173638774464589,0.547547135451887
ZFP41,9.97076234332322,-0.0554466636624456,0.176237650695487,0.173645867362418,0.547547135451887
SHMT2,80.8745062961274,-0.115458988655052,0.185841421371211,0.1736602021063,0.547547135451887
TBP,44.050397704108,-0.12791106584977,0.173307044631767,0.173711974827234,0.547559986550425
SWT1,98.8987181255351,-0.0612917106667168,0.176648069532424,0.17389019953285,0.547913258867843
SLC39A8,171.979572834588,0.117417623571688,0.18024499680398,0.173919504818329,0.547913258867843
FREM1,86.1986927015778,0.0985405218912789,0.186793953955086,0.174053930305021,0.548186315473702
DMTF1,165.588538084172,-0.125771938553221,0.167810818381609,0.174226490052187,0.548552113242207
RAB39B,13.8601844694833,0.0337648154303786,0.169734833839854,0.17431342413829,0.548552113242207
CABYR,5.20529205712071,-0.0246413643038403,0.169301590598346,0.174282863667949,0.548552113242207
SFXN5,43.1658510917213,0.0835898349948973,0.183549889093779,0.174427991140956,0.548649797604478
ZNF662,90.3693744596114,-0.125219697238411,0.177892994874293,0.174516489035105,0.548649797604478
MTMR1,38.5837244485993,-0.090250215503093,0.184857535604031,0.174535632478358,0.548649797604478
COQ5,60.9908335779082,-0.121278774995455,0.178453108867618,0.174498761084076,0.548649797604478
HAMP,9.12938781463981,0.0355747641776205,0.172362627017528,0.174802960072517,0.549339715749381
DCAF11,77.6581009043505,-0.104449093459422,0.181557020201733,0.174902692429501,0.549502711847475
NEURL1,21.212958145578,0.0470470442020536,0.172222497873505,0.174982932192296,0.549604394409728
CCNB1IP1,186.518056516678,-0.123742645385785,0.161782850704714,0.17505433535706,0.549678274042408
NIT2,113.230360465188,0.11398186762958,0.136957058446939,0.175148708076856,0.549824218956057
CHST14,31.4628397262032,-0.073156942913036,0.179517688650835,0.175299403304323,0.549996488093367
ACSF2,26.5500729099656,-0.0806128839526802,0.1824760914508,0.175253952389408,0.549996488093367
DRAP1,164.402976845521,0.126178635700692,0.161578241354674,0.175461155957934,0.550353571146743
GPATCH4,85.2961183810678,-0.120099566941817,0.171275661448758,0.175765148652394,0.550386934535654
SLC45A3,11.0320684914426,-0.0527386059376545,0.175727658541908,0.176040363996757,0.550386934535654
STK11IP,21.8962799439082,-0.061215209274798,0.177479167500244,0.176014824837722,0.550386934535654
MAPK9,42.7698188725786,0.0820397888927515,0.178343929092357,0.176158180697403,0.550386934535654
PMPCB,261.005759653985,-0.119342430950919,0.114409995349762,0.176238882522044,0.550386934535654
MTMR8,14.7982483504712,0.0370496062731842,0.171327778124563,0.176189286704086,0.550386934535654
SLC25A32,58.0415056106191,0.104663947934466,0.184252436130792,0.176229030984812,0.550386934535654
ANO5,17.5462384945103,-0.0490447325115834,0.174640002130469,0.175833807892962,0.550386934535654
ARL2,160.652675274965,0.123557921906917,0.165054436804471,0.175879455961741,0.550386934535654
ESYT1,89.3542670985887,-0.113628290750054,0.17657671915898,0.175577067348715,0.550386934535654
FAM161B,15.0577195121403,-0.0529293976168853,0.176184017830661,0.176148545348812,0.550386934535654
HACD3,117.652849084491,-0.122506860838043,0.17384357745015,0.176019836747348,0.550386934535654
SCPEP1,22.0708298886808,-0.0789514932124874,0.182424923681629,0.175634894549508,0.550386934535654
ERN1,28.886963753669,0.0878543786535758,0.18276360170517,0.17553667092779,0.550386934535654
ZNF433,19.9026826102203,-0.0674161902224848,0.177653178835059,0.175699602756227,0.550386934535654
JAK3,230.178742612159,-0.128949927694114,0.1543473881917,0.176007144597478,0.550386934535654
ADNP,307.043044295194,-0.126125777087566,0.138753769134774,0.176416379361881,0.550791415576392
SLC2A9,20.0127388669884,-0.0563672652275759,0.176252125089456,0.176495707246498,0.550889265685098
BRAF,227.638464024955,-0.126774954945351,0.149475812484166,0.176728922440037,0.551467254583209
BORCS5,42.5266223475791,0.0834497434474504,0.183315815882051,0.176844492593512,0.551677927981935
RAP1A,177.290102572353,0.117215145378903,0.180509220166013,0.177162714330856,0.551771014790619
HIGD1A,79.2619783426127,0.128073469674458,0.161789933783772,0.176929909081515,0.551771014790619
AAGAB,45.6905379845722,-0.0936075120787229,0.183224424497237,0.177076807635846,0.551771014790619
PDE8A,34.3494403706001,0.0334775949923238,0.169515980402665,0.17708500586415,0.551771014790619
HELZ,184.406965885519,-0.128285766463329,0.151757380881746,0.177160795487088,0.551771014790619
SCN1B,20.2355767522321,-0.0556135739453317,0.174851059256007,0.177087087009371,0.551771014790619
ARHGEF7,67.1745542223628,-0.107474021970934,0.186260959262317,0.177255669158357,0.551910789785176
ACAP3,16.9362050117092,0.080336888840169,0.182826853953521,0.177417308844982,0.551964960851054
NIT1,45.5434596819097,0.124149463925947,0.178487844015099,0.17736071063427,0.551964960851054
PCOLCE,5.14967806271824,-0.0341520952607568,0.171054102183224,0.177381535947725,0.551964960851054
CENPE,22.1163670947624,-0.0622322908441205,0.178608141940172,0.177546461137428,0.552145082631651
MRS2,54.5370757485056,0.0952938536163877,0.182506931676002,0.177571397654709,0.552145082631651
VPS51,138.056103815158,0.119306984624575,0.172116733704775,0.177624115427955,0.552159448988066
HEXB,107.891274732847,-0.128394272145101,0.162442088419979,0.177735520843102,0.552206706164766
MED1,89.9484007045748,-0.109377736506937,0.178792400083804,0.177694941134613,0.552206706164766
DPM3,113.65301263811,0.118387267568488,0.171426946582526,0.177944363100038,0.55255647508478
DNAJC24,44.0360709864131,-0.107836199997121,0.183107124398661,0.177938159465061,0.55255647508478
MAT2A,204.914132486007,0.128031332888032,0.151137369757013,0.178234003128823,0.552990679734671
SERPINB6,454.938283802619,0.115062185249569,0.106860961951592,0.178276873318642,0.552990679734671
IRAK1,42.6645039988144,0.0762930150645888,0.180797383606107,0.178222439261895,0.552990679734671
CBR3,19.7881192131036,0.0843598213005022,0.1841010575002,0.178250379427054,0.552990679734671
EAF1,72.5870321762736,0.115117734942126,0.18481840134699,0.178373284811699,0.552990901873698
TYW1,62.9296304871518,0.131525098121581,0.158920014610559,0.178359566178607,0.552990901873698
LAMC1,38.3508360394379,-0.0534039816747698,0.174859389768308,0.178520903463128,0.553000532044444
TADA2B,17.9780314303492,0.0656482210898488,0.178442703137835,0.178452445593232,0.553000532044444
RFX3,193.226045700008,-0.107708902072471,0.184010051853488,0.178495088436132,0.553000532044444
PMEPA1,21.6541462400778,0.0684016634079057,0.180217973411133,0.178595681623292,0.553082930951009
TP53INP2,14.6699365830447,-0.0408496319662091,0.172394826380151,0.178697058108662,0.553247634058102
PRDM2,152.84678263647,-0.128179702187768,0.167665223850966,0.17879146896877,0.553390688531
AKAP13,360.738147818415,0.11461040024944,0.10540048270588,0.1789016491252,0.553582461444016
CYP4V2,64.5698260244777,0.116417609773489,0.181680590472928,0.179030908460724,0.553657406627572
AHI1,130.993004294512,0.126620116648787,0.165601219214274,0.178976823903799,0.553657406627572
SLC12A6,624.004736864366,-0.0906556918918647,0.182719743076942,0.179070553206287,0.553657406627572
GK5,46.9664529454409,0.115640559448768,0.189885084055243,0.179285180347501,0.554081421880371
TBC1D15,186.3431732467,-0.124488666831751,0.166414936982176,0.179338913307882,0.554081421880371
MKNK2,53.7099136009031,-0.12749875788275,0.159904303407535,0.179352488127827,0.554081421880371
IKBKG,16.0522568386432,-0.0776276264117956,0.182811989438702,0.179508887708961,0.554415397067225
NEDD9,25.3766043205358,-0.0763044336869386,0.180669970770749,0.179568128742959,0.554449197947597
PTGER2,61.8521702395525,-0.0883794469955468,0.18088100119712,0.179702958771553,0.554716312637113
C1orf74,9.86292705569783,0.0299915072123111,0.170238779570076,0.179795100807839,0.554769520539707
C9orf24,4.65998042274155,0.0365236784810806,0.171801114463806,0.179816845464133,0.554769520539707
SMG9,37.7467725499188,0.0970604354648835,0.185244691046329,0.180002158045666,0.555192040398778
HYAL2,16.7359272650084,0.0311292055844201,0.169918517216426,0.180306273962383,0.555404115955547
RAB7A,290.493463950898,0.126829731186044,0.149281050991775,0.180506337685553,0.555404115955547
BOD1L1,212.293355411168,-0.125122733890399,0.154981682401911,0.180325420301775,0.555404115955547
DCUN1D4,127.277273305823,-0.128650333228882,0.152959763334446,0.180255630945561,0.555404115955547
NSUN5,59.8810432057562,-0.114124222973122,0.180579426259937,0.180300836581516,0.555404115955547
TRMT2B,30.9625487210658,-0.0697654714734855,0.178728221151195,0.180398642709276,0.555404115955547
TRIM72,12.6240646809231,0.0563246872488883,0.175081204379391,0.180490785470187,0.555404115955547
GFOD2,30.0041026334404,0.0888503048151717,0.182386698422997,0.18039398455806,0.555404115955547
ZNF473,18.8865697183979,-0.0651079525006898,0.177789351278166,0.180452025402495,0.555404115955547
FBXO46,24.464181456494,-0.0948713450211201,0.184414386864527,0.180612693931963,0.555582456146554
CTSA,58.8297384530791,0.090854337061552,0.180589692092555,0.18089658944963,0.556306682797147
CHD6,177.774057930218,0.128662849903433,0.142641332495585,0.181024517211222,0.556551006316235
DYRK3,20.6683237716802,0.0691026204582976,0.178851512884784,0.181188154281405,0.55675589163558
PHLDB2,121.022432313632,0.0660829434453904,0.1784214830311,0.18117777955787,0.55675589163558
MAPKAPK3,133.731483628822,0.1233017977962,0.134631402368064,0.181455127152073,0.557427043003959
NUCB2,625.98584940746,-0.1050840107783,0.0963420946522246,0.181507185937717,0.557437799509094
SCMH1,142.72671727693,-0.116937013221229,0.176512836370039,0.181724877775856,0.557957099991127
UBE2E3,216.778067504056,0.122063381478648,0.133432537851657,0.181823906389827,0.558007085785524
CLASP2,138.017968472493,-0.120043363347065,0.16848571615973,0.181990822326792,0.558007085785524
BZW2,297.870226770595,-0.120890703351927,0.12421305226176,0.182036871296301,0.558007085785524
